transcript_id,1BS,1DS,2BS,2DS,3BS,3DS
g57583.t1,11,2,3,4,9,0
g57584.t1,10,2,3,0,4,3
g57585.t1,1036,0,843,559,701,547
g57588.t1,2,1,0,1,2,4
g57589.t1,23,24,160,23,101,18
g57591.t1,17,1,26,8,11,35
g57592.t1,81,91,77,61,54,62
g57593.t1,29,2,23,56,21,64
g57594.t1,123,281,433,203,318,284
g57595.t1,113,46,132,87,83,122
g57596.t1,21,0,14,85,11,131
g57597.t1,318,75,366,310,247,536
g57599.t1,5,0,0,14,0,7
g57600.t1,0,0,0,12,6,23
g57601.t1,696,529,788,671,532,652
g57602.t1,2475,1523,2183,2838,1254,1928
g57603.t1,652,418,876,735,570,729
g57604.t1,654,517,1173,155,677,286
g57605.t1,1053,774,1277,1137,1007,1089
g57606.t1,315,187,487,47,371,94
g57607.t1,1226,789,606,1024,568,1549
g57611.t1,1536,1076,1513,2055,1270,2003
g57612.t1,1159,540,584,940,458,566
g57613.t1,320,78,195,131,152,250
g57614.t1,207,129,165,159,165,171
g57615.t1,232,96,142,111,165,274
g57616.t1,71,62,25,105,67,97
g57617.t1,82,37,103,27,39,157
g57618.t1,448,312,314,786,282,469
g57619.t1,5944,2453,3385,8420,2965,2427
g57620.t1,605,369,355,322,228,351
g57621.t1,555,357,248,425,168,191
g57622.t1,320,281,499,461,324,229
g57629.t1,2643,1917,2788,6761,2406,4618
g57631.t1,34,4,20,68,12,37
g57630.t1,12707,6629,12109,18166,8389,14725
g57632.t1,5960,4137,5761,5472,5000,5840
g57633.t1,28,32,56,49,32,30
g57634.t1,854,555,711,1053,504,817
g57635.t1,1534,1109,1312,1362,895,1320
g57636.t1,163,86,75,123,85,70
g57639.t1,969,424,711,653,533,843
g57640.t1,4,4,38,24,26,12
g57645.t1,2784,2076,2757,2710,2154,2871
g57647.t1,207,132,148,118,169,209
g57646.t1,3210,2225,3370,3720,3007,4007
g57650.t1,24,43,24,0,4,3
g57651.t1,2,9,150,21,45,20
g57652.t1,377,255,406,302,278,298
g57653.t1,190,172,432,272,259,277
g57654.t1,865,370,2771,647,1520,1208
g57657.t1,401,284,296,377,207,425
g57655.t1,7995,4721,8224,11058,5915,6605
g57656.t1,1012,653,1412,2051,892,1852
g57658.t1,785,555,953,1637,835,700
g57659.t1,466,719,577,468,517,696
g57660.t1,1334,793,934,1234,1060,1389
g57661.t1,1711,717,847,2085,575,570
g57667.t1,2872,1741,1814,3086,1781,2511
g57671.t1,0,0,4,3,0,0
g57670.t1,1234,722,1254,1276,1035,1233
g57672.t1,70,15,35,55,52,54
g57674.t1,6,1,12,0,0,13
g57675.t1,122,90,308,219,133,266
g57679.t1,0,0,0,0,0,0
g57676.t1,60,110,189,306,156,212
g57677.t1,332,130,328,204,212,177
g57678.t1,2,0,0,2,2,1
g57680.t1,12,4,10,3,1,1
g57682.t1,5,4,0,0,5,5
g57683.t1,2,0,0,0,0,0
g57685.t1,0,0,0,2,0,0
g57684.t1,21,0,2,0,0,11
g57686.t1,11,18,7,12,0,8
g57687.t1,9,9,12,3,6,5
g57688.t1,0,0,0,0,0,0
g57691.t1,0,0,0,0,10,0
g57699.t1,7,0,0,0,3,0
g57700.t1,3,0,0,0,1,1
g57711.t1,0,0,0,0,0,0
g57714.t1,3,2,0,0,0,0
g57718.t1,71,42,25,88,24,54
g57722.t1,7,13,10,15,4,7
g57724.t1,0,0,28,5,16,15
g57726.t1,272,188,398,290,308,281
g57727.t1,67,23,103,12,87,8
g57728.t1,1247,729,1183,1435,793,2039
g57731.t1,0,0,0,0,0,0
g57729.t1,41,90,0,0,0,0
g57730.t1,223,343,0,0,0,0
g57732.t1,16,4,0,29,0,40
g57733.t1,320,165,0,71,0,80
g57734.t1,3,5,0,0,0,0
g57735.t1,4,0,0,0,0,0
g57737.t1,6,0,0,3,0,0
g57738.t1,69,19,0,11,0,38
g57739.t1,99,25,0,17,0,16
g57740.t1,57,0,0,4,0,11
g57741.t1,11,0,0,0,0,3
g57742.t1,0,0,0,0,0,1
g57743.t1,5,0,0,0,0,12
g57744.t1,8,3,0,0,0,0
g57745.t1,73,28,0,26,0,13
g57746.t1,65,49,0,50,0,92
g57747.t1,11,8,0,18,0,26
g57748.t1,449,234,110,194,65,322
g57749.t1,2,0,0,0,0,0
g57750.t1,490,99,36,8,24,0
g57751.t1,199,196,337,119,130,285
g57752.t1,458,234,510,217,633,353
g57753.t1,3627,2572,435,11134,9692,4380
g57754.t1,1868,1073,1728,794,1353,926
g57759.t1,25,32,46,51,36,48
g57760.t1,268,196,468,249,316,374
g57761.t1,662,454,415,609,476,579
g57769.t1,2,0,0,27,0,48
g57770.t1,0,0,0,0,0,2
g57771.t1,0,0,0,0,0,0
g57772.t1,4,1,1,6,0,0
g57762.t1,434,127,26,641,51,687
g57763.t1,3675,845,695,3385,1038,6401
g57764.t1,2208,629,502,2292,592,3552
g57765.t1,591,139,105,460,126,759
g57766.t1,87,25,8,35,31,87
g57767.t1,95,46,0,58,0,716
g57768.t1,704,211,103,495,196,830
g57774.t1,1504,1282,1707,1488,1401,1419
g57775.t1,554,130,536,426,266,545
g57776.t1,503,269,583,696,421,402
g57777.t1,52,17,44,31,25,38
g57779.t1,19,12,8,4,6,0
g57778.t1,2812,2335,3309,1486,2625,3137
g57780.t1,146,766,220,2204,234,2153
g57783.t1,11,13,49,280,64,257
g57784.t1,24,5,19,14,17,19
g57786.t1,39,158,36,154,39,189
g57787.t1,12,18,0,3,5,11
g57788.t1,4,6,3,7,2,4
g57791.t1,230,19,61,24,32,117
g57797.t1,0,4,0,0,0,0
g57798.t1,0,4,0,10,0,3
g57799.t1,0,7,13,23,0,23
g57793.t1,1,1,1,1,0,3
g57794.t1,5,1,4,1,1,0
g57796.t1,46,15,58,25,28,15
g57800.t1,2810,1526,2789,3084,2515,3328
g57801.t1,929,401,950,1415,600,773
g57804.t1,2622,1506,2634,2580,2164,2643
g57805.t1,933,870,1097,854,999,1030
g57806.t1,1941,1394,994,1773,654,1209
g57808.t1,56,20,153,85,292,122
g57809.t1,23,4,7,1,5,9
g57810.t1,80,33,16,5,8,20
g57811.t1,49,55,116,24,58,15
g57819.t1,9,17,14,46,40,40
g57822.t1,51,58,74,139,41,117
g57823.t1,548,1238,1355,1520,1024,1249
g57824.t1,236,214,389,495,271,601
g57826.t1,16,0,0,14,0,45
g57829.t1,34,37,13,8,25,44
g57830.t1,6,2,7,1,0,5
g57833.t1,24,0,32,32,7,28
g57834.t1,14,4,6,12,17,42
g57835.t1,10,2,11,13,0,17
g57839.t1,42,39,49,13,52,23
g57837.t1,713,763,356,561,293,768
g57842.t1,2560,2776,553,2827,384,1177
g57843.t1,381,371,88,897,42,187
g57845.t1,775,1017,288,193,276,135
g57846.t1,1176,1323,1744,551,1357,938
g57847.t1,1,0,0,4,4,3
g57848.t1,2,2,0,0,0,0
g57849.t1,31,28,33,25,25,0
g57850.t1,0,0,0,11,0,0
g57853.t1,0,24,41,20,21,33
g57855.t1,127,200,95,7,78,14
g57856.t1,0,34,0,0,7,0
g57857.t1,0,0,0,0,0,0
g57867.t1,0,1,0,1,3,0
g57866.t1,31,10,0,25,8,13
g57875.t1,0,0,3,3,0,5
g57879.t1,0,2,0,0,0,0
g57877.t1,25,45,68,30,65,39
g57878.t1,53,68,103,41,100,41
g57880.t1,43,40,79,48,50,95
g57885.t1,7,0,13,56,23,38
g57887.t1,2,0,0,4,4,6
g57893.t1,5,1,0,0,0,0
g57900.t1,3,0,11,2,8,4
g57902.t1,0,0,0,2,4,0
g57916.t1,0,0,0,0,0,0
g57919.t1,0,0,0,0,0,0
g57922.t1,9,0,0,5,0,9
g57933.t1,0,0,0,0,0,0
g57932.t1,238,90,149,216,254,163
g57934.t1,3,0,2,18,2,2
g57935.t1,1228,549,685,861,524,630
g57936.t1,1124,613,1466,1466,914,1260
g57937.t1,21,13,8,9,27,0
g57939.t1,448,128,286,220,230,297
g57940.t1,1,2,2,0,0,0
g57941.t1,0,0,0,0,0,9
g57944.t1,11,3,0,0,0,0
g57954.t1,67,9,58,9,59,17
g57951.t1,0,0,0,0,0,0
g57952.t1,2000,1470,1903,1766,1496,1947
g57955.t1,2,0,0,0,0,0
g57956.t1,20,19,27,35,24,30
g57957.t1,79,122,53,54,30,51
g57961.t1,40,11,12,11,23,28
g57962.t1,4,2,1,5,7,8
g57963.t1,1,1,0,3,1,0
g57966.t1,57,132,139,120,47,74
g57967.t1,4,0,5,4,4,0
g57973.t1,3,0,1,0,0,8
g57974.t1,0,14,0,33,4,24
g57975.t1,17,0,0,2,0,0
g57991.t1,0,0,0,0,0,0
g57980.t1,0,0,0,19,0,0
g57981.t1,0,4,0,3,0,0
g57982.t1,0,0,0,4,0,0
g57983.t1,0,0,0,0,0,0
g57978.t1,10,0,3,0,0,2
g57979.t1,2,0,0,1,0,2
g57984.t1,6,8,0,0,0,0
g57985.t1,3,0,6,2,2,0
g57989.t1,74,10,43,33,25,46
g57990.t1,14,0,18,11,11,0
g57997.t1,109,0,0,0,5,0
g57998.t1,4,0,0,0,0,0
g57999.t1,2,0,0,0,0,0
g58001.t1,2,2,0,0,1,0
g58010.t1,510,226,553,457,492,533
g58011.t1,2346,1434,2092,2507,1686,2243
g58012.t1,1232,619,860,1054,673,965
g58013.t1,213,143,283,244,221,299
g58014.t1,1112,814,1576,1154,1277,1174
g58017.t1,0,0,3,0,0,0
g58016.t1,2,0,0,0,0,1
g58015.t1,489,245,751,831,282,223
g58019.t1,1366,871,1298,1456,839,1259
g58020.t1,63,39,73,91,41,68
g58021.t1,258,136,127,357,156,689
g58022.t1,190,56,99,43,127,178
g58023.t1,3,2,6,6,3,7
g58024.t1,2,5,0,2,2,2
g58025.t1,2,8,0,3,0,0
g58030.t1,0,0,0,0,0,0
g58031.t1,0,0,0,0,0,0
g58033.t1,0,0,0,0,0,0
g58035.t1,0,0,0,0,0,0
g58034.t1,21,33,44,26,25,87
g58036.t1,15,0,9,5,7,5
g58041.t1,6564,4813,7143,5456,5713,5941
g58042.t1,927,561,469,734,347,588
g58044.t1,11,3,9,6,4,26
g58045.t1,186,62,102,61,45,153
g58047.t1,433,223,302,419,153,452
g58048.t1,2584,1201,2096,2342,1600,3035
g58049.t1,858,602,1095,822,662,1163
g58050.t1,1310,752,1068,1249,906,1230
g58051.t1,556,274,459,530,508,513
g58052.t1,733,415,613,446,542,454
g58053.t1,2495,1572,2556,3323,1723,2796
g58054.t1,2030,1312,1717,1948,1542,1843
g58055.t1,2339,1161,1168,1107,1190,1028
g58067.t1,69,90,380,242,254,337
g58068.t1,9,31,121,101,117,177
g58069.t1,557,262,639,583,339,616
g58070.t1,212,123,181,353,110,532
g58071.t1,42,103,326,337,291,248
g58072.t1,991,432,1244,1327,1233,1244
g58073.t1,287,196,387,472,301,539
g58056.t1,58987,22893,44583,38668,50698,50775
g58057.t1,103,102,163,91,118,171
g58060.t1,2123,1068,2340,2057,1271,1145
g58061.t1,2879,1761,3654,5452,2279,3350
g58064.t1,55,57,137,47,107,133
g58065.t1,17,16,24,47,30,113
g58066.t1,68,31,89,81,49,157
g58080.t1,224,105,250,289,139,118
g58081.t1,635,465,458,632,560,573
g58082.t1,93,70,196,77,128,135
g58083.t1,83,56,118,81,135,166
g58084.t1,3320,2151,3469,3084,2460,2936
g58086.t1,510,323,675,833,585,587
g58087.t1,377,357,654,508,580,608
g58089.t1,10,15,34,7,15,10
g58088.t1,5817,3319,5385,5006,4020,5354
g58090.t1,2597,1953,3285,2574,2305,2487
g58094.t1,524,356,476,461,238,374
g58093.t1,0,320,30,29,31,78
g58091.t1,3092,2209,3926,3600,3069,4090
g58092.t1,2604,1356,2068,2387,1538,2965
g58095.t1,435,119,282,278,255,364
g58096.t1,552,382,377,720,261,688
g58097.t1,75,41,58,11,50,33
g58099.t1,2,0,0,0,0,0
g58101.t1,724,555,230,589,248,576
g58102.t1,4042,750,6169,5978,5758,2454
g58103.t1,265,73,102,612,53,556
g58105.t1,4,0,4,8,1,17
g58106.t1,11,0,0,7,0,10
g58107.t1,574,315,476,480,317,412
g58108.t1,14,2,0,0,2,35
g58113.t1,0,0,0,0,0,0
g58110.t1,56,17,26,30,21,60
g58117.t1,0,0,0,0,0,15
g58119.t1,6,11,5,0,3,0
g58120.t1,0,4,0,15,0,19
g58122.t1,3,0,0,4,0,0
g58123.t1,0,0,0,4,0,4
g58124.t1,6,0,0,6,4,0
g58125.t1,0,0,0,3,0,0
g58126.t1,3,0,0,7,0,0
g58128.t1,23,17,15,21,0,13
g58131.t1,2,1,7,1,2,2
g58132.t1,1,1,1,1,1,2
g58133.t1,14,2,4,0,0,1
g58135.t1,11,3,11,31,19,32
g58136.t1,20,0,0,33,0,0
g58138.t1,39,0,1,27,0,38
g58141.t1,382,245,196,320,110,313
g58145.t1,1,0,1,3,0,3
g58144.t1,0,3,0,0,0,0
g58142.t1,2511,1597,2621,2980,2050,3169
g58143.t1,596,318,301,448,229,573
g58146.t1,3271,1599,604,886,396,260
g58151.t1,425,91,73,64,56,80
g58152.t1,299,232,162,281,137,232
g58153.t1,0,0,0,0,0,0
g58154.t1,298,254,290,378,260,346
g58155.t1,0,16,0,0,0,0
g58156.t1,154,196,254,185,164,236
g58157.t1,39,6,39,56,30,40
g58158.t1,1572,812,2592,1790,1697,2414
g58160.t1,127,243,119,89,119,162
g58161.t1,6,17,0,3,0,6
g58162.t1,146,28,73,116,62,119
g58163.t1,356,129,504,461,349,704
g58164.t1,1093,509,1059,1042,823,881
g58165.t1,2404,1162,2541,2765,1763,2020
g58166.t1,6887,4183,3764,8849,3166,4511
g58168.t1,0,0,0,0,0,0
g58169.t1,0,0,0,0,0,0
g58170.t1,0,0,0,0,0,0
g58172.t1,0,0,0,0,0,0
g58173.t1,0,0,0,0,0,0
g58177.t1,0,0,0,0,0,0
g58180.t1,0,0,0,0,0,0
g58167.t1,348,244,330,270,299,174
g58171.t1,15,17,24,10,8,14
g58179.t1,9,2,0,0,0,19
g58186.t1,723,607,977,819,764,994
g58187.t1,719,582,1161,787,645,978
g58188.t1,572,366,707,430,561,688
g58189.t1,495,195,440,199,301,371
g58190.t1,923,410,1021,640,772,717
g58228.t1,13,0,14,0,14,0
g58197.t1,0,2,4,3,0,4
g58202.t1,0,0,0,0,8,0
g58203.t1,0,0,0,0,0,0
g58205.t1,0,0,4,0,0,0
g58207.t1,0,0,0,8,0,0
g58208.t1,0,0,29,0,1,0
g58217.t1,0,0,0,0,0,0
g58218.t1,0,0,0,0,0,0
g58222.t1,0,0,0,1,0,1
g58194.t1,3339,825,2472,1162,1219,2780
g58195.t1,22,12,37,7,15,9
g58196.t1,51,17,37,45,23,91
g58198.t1,10,8,8,6,6,11
g58206.t1,434,81,261,249,151,470
g58213.t1,26,17,13,10,17,14
g58214.t1,19,9,6,7,7,13
g58215.t1,25,32,24,22,42,18
g58219.t1,6,0,0,0,0,3
g58220.t1,137,37,93,39,59,66
g58221.t1,1,1,2,2,1,0
g58223.t1,187,0,183,116,192,148
g58229.t1,137,25,113,47,77,34
g58230.t1,13,0,8,0,5,0
g58231.t1,1,0,2,1,0,0
g58232.t1,63,69,81,177,83,120
g58235.t1,0,10,15,0,0,0
g58236.t1,2,1,13,7,5,6
g58237.t1,222,226,234,218,256,321
g58239.t1,3,0,2,5,0,4
g58238.t1,1220,1442,1115,579,889,706
g58240.t1,602,729,765,127,628,120
g58241.t1,89,93,93,48,78,80
g58242.t1,14,7,6,0,8,0
g58243.t1,792,633,931,376,753,672
g58244.t1,6,0,3,4,0,10
g58246.t1,11,263,809,362,593,241
g58245.t1,517,297,1075,599,800,874
g58250.t1,8,25,142,44,81,46
g58251.t1,9,0,0,0,0,0
g58252.t1,1,0,0,42,0,20
g58253.t1,45,0,0,112,0,69
g58254.t1,376,72,156,139,126,151
g58255.t1,115,27,22,42,23,67
g58256.t1,155,4,44,78,35,29
g58257.t1,4,0,1,10,7,20
g58258.t1,24,10,10,0,10,12
g58259.t1,48,0,42,23,0,24
g58261.t1,77,40,725,781,526,962
g58262.t1,1116,746,1833,2000,1217,2069
g58263.t1,4,26,3,0,0,0
g58264.t1,483,267,338,513,373,925
g58267.t1,387,384,208,72,320,305
g58268.t1,932,558,1048,1628,691,1230
g58269.t1,358,123,425,167,146,252
g58270.t1,97,40,94,44,46,103
g58271.t1,3189,1270,916,1164,662,1041
g58272.t1,428,446,631,314,431,425
g58273.t1,177,113,298,191,129,211
g58274.t1,959,558,960,904,628,773
g58275.t1,524,336,289,744,269,435
g58277.t1,32,31,62,31,40,54
g58278.t1,276,267,287,201,305,239
g58281.t1,48,126,175,43,143,234
g58282.t1,30,30,80,37,69,53
g58283.t1,499,461,289,258,227,387
g58284.t1,108,71,101,69,78,65
g58287.t1,0,0,0,0,4,0
g58285.t1,1575,726,1137,634,1008,656
g58286.t1,2826,1079,2512,713,2003,753
g58288.t1,556,398,509,312,384,407
g58291.t1,1,0,0,0,0,0
g58292.t1,42,29,50,26,53,36
g58293.t1,1,0,1,0,3,0
g58294.t1,236,153,405,93,277,117
g58295.t1,400,224,336,365,274,500
g58296.t1,504,617,340,815,342,1036
g58297.t1,2563,2124,2490,3611,2479,5991
g58298.t1,3,0,0,3,0,0
g58299.t1,1948,1207,2410,1646,1862,2748
g58300.t1,305,276,574,315,348,394
g58301.t1,2377,2081,4229,5154,2681,5394
g58302.t1,37567,13190,77903,56223,46229,62934
g58303.t1,5554,2940,5623,3936,4293,5101
g58309.t1,284,432,412,481,338,607
g58310.t1,16877,14487,18638,17440,15440,18996
g58311.t1,531,695,454,869,336,937
g58312.t1,7293,4203,5901,6431,4408,5873
g58313.t1,1210,741,683,2410,732,1098
g58321.t1,42,16,33,33,16,37
g58322.t1,14,12,42,12,4,0
g58325.t1,177,119,285,230,180,369
g58326.t1,3,0,0,2,0,0
g58327.t1,4,0,1,0,0,0
g58328.t1,9261,1526,3305,6497,2040,1712
g58329.t1,629,959,872,846,546,783
g58334.t1,948,392,935,766,583,736
g58338.t1,569,242,533,954,502,511
g58339.t1,3863,2253,3211,4145,2670,3233
g58340.t1,536,297,611,745,455,346
g58341.t1,417,203,339,528,187,487
g58350.t1,2859,1322,2039,3419,1376,1312
g58351.t1,2863,1564,2706,1509,2130,2932
g58352.t1,2223,1311,1261,3984,1298,1058
g58364.t1,53,53,55,31,28,39
g58365.t1,4,46,11,7,19,2
g58366.t1,161,534,207,120,148,160
g58368.t1,0,0,0,0,0,0
g58367.t1,115,43,98,44,45,24
g58369.t1,3,0,9,0,4,9
g58373.t1,19,33,56,34,49,21
g58374.t1,58,124,108,79,190,48
g58372.t1,1784,1170,2155,2845,1792,2333
g58355.t1,0,0,0,0,0,0
g58353.t1,258,232,56,226,35,38
g58354.t1,5200,5174,207,11899,232,237
g58357.t1,8,3,16,6,17,8
g58358.t1,13157,5456,1167,13115,853,643
g58359.t1,2,3,0,0,0,0
g58360.t1,2,2,2,0,10,0
g58361.t1,1515,833,192,1878,108,135
g58362.t1,3764,992,421,2429,261,271
g58363.t1,51,34,2,84,0,9
g58380.t1,6,6,13,0,12,0
g58381.t1,10,2,30,2,11,6
g58382.t1,21,4,33,19,4,8
g58375.t1,872,521,1040,779,684,944
g58376.t1,44,38,50,30,38,55
g58377.t1,1518,875,888,1311,645,831
g58378.t1,380,155,163,269,216,233
g58379.t1,757,381,483,598,465,438
g58383.t1,940,539,1022,970,786,1213
g58384.t1,201,85,221,112,155,105
g58385.t1,81,56,117,72,90,57
g58387.t1,272,322,0,16,0,6
g58389.t1,75,5,2,12,8,44
g58390.t1,2449,1901,2189,5076,1904,2111
g58391.t1,103,64,242,219,295,275
g58392.t1,1049,414,466,1426,458,565
g58394.t1,179,167,193,353,193,293
g58393.t1,8884,6232,9711,8329,7624,8366
g58398.t1,3,6,0,8,0,9
g58399.t1,1,5,1,7,4,6
g58395.t1,14065,7940,10680,23502,8087,22635
g58405.t1,86,123,63,187,62,27
g58406.t1,0,0,0,29,0,7
g58407.t1,0,0,0,0,0,0
g58408.t1,229,174,407,188,250,318
g58409.t1,1643,851,2723,976,2080,1081
g58410.t1,624,602,591,900,462,1029
g58411.t1,307,397,904,535,683,845
g58412.t1,1031,703,896,915,705,759
g58413.t1,663,782,583,1168,512,1206
g58414.t1,2,7,1,12,0,11
g58415.t1,7,16,18,19,9,10
g58418.t1,10,14,2,5,3,12
g58419.t1,31,44,38,30,27,38
g58420.t1,1,0,0,1,0,0
g58421.t1,4,2,0,4,2,1
g58422.t1,18,20,22,5,13,4
g58423.t1,86,101,217,166,133,215
g58424.t1,64,65,119,96,76,137
g58426.t1,93,67,123,114,45,120
g58427.t1,114,78,25,86,15,116
g58428.t1,109,109,66,91,77,172
g58429.t1,401,165,441,403,221,435
g58431.t1,140,125,180,206,145,232
g58432.t1,70,59,151,117,127,46
g58433.t1,86,81,150,138,103,214
g58434.t1,221,141,68,165,39,211
g58437.t1,0,0,0,2,0,0
g58435.t1,1049,571,495,2262,466,2093
g58436.t1,143,103,72,270,61,275
g58438.t1,205,230,279,335,259,335
g58439.t1,256,303,138,445,151,352
g58440.t1,252,211,222,323,181,290
g58441.t1,307,337,200,233,213,354
g58444.t1,1,0,0,0,0,9
g58445.t1,28,96,13,38,30,49
g58446.t1,81,69,29,5,19,0
g58442.t1,1816,1881,1917,1764,1572,2041
g58447.t1,28,47,11,11,12,19
g58448.t1,8,5,8,0,3,21
g58449.t1,24,8,1,15,10,15
g58450.t1,24,29,51,14,20,11
g58453.t1,47,0,27,0,11,28
g58458.t1,88,4,26,13,19,25
g58476.t1,7,0,10,0,9,35
g58477.t1,4,0,0,0,0,0
g58479.t1,2,0,4,2,0,7
g58481.t1,6,0,0,2,0,0
g58482.t1,84,9,37,91,27,43
g58483.t1,83,65,133,121,94,125
g58485.t1,0,46,4,0,0,14
g58486.t1,10,0,0,0,0,0
g58487.t1,2477,2203,2256,3101,1853,2153
g58490.t1,0,399,249,160,200,11
g58488.t1,2098,1633,2557,2119,1697,2165
g58489.t1,1993,1131,1518,1558,1198,1804
g58496.t1,360,192,626,281,383,539
g58493.t1,0,4,27,18,23,3
g58494.t1,9648,8587,9848,12312,8428,12190
g58495.t1,1652,1813,2132,2282,1640,2257
g58497.t1,380,301,445,443,304,430
g58498.t1,1294,904,1498,1286,1313,1627
g58502.t1,2971,1539,3204,3206,1763,2873
g58503.t1,2366,1732,1568,1916,1396,1645
g58504.t1,535,426,467,533,412,622
g58505.t1,3989,1128,1835,629,1727,4607
g58509.t1,0,6,10,3,10,3
g58508.t1,708,782,577,801,523,514
g58511.t1,551,433,154,365,121,282
g58512.t1,174,43,76,87,40,140
g58513.t1,228,51,65,65,61,81
g58516.t1,1064,825,1145,931,907,1333
g58517.t1,4032,3040,3531,3759,3568,4410
g58520.t1,536,735,669,667,718,955
g58523.t1,339,254,335,348,215,369
g58524.t1,1286,1084,824,1561,981,981
g58525.t1,300,173,195,251,189,287
g58526.t1,152,20,142,146,134,76
g58527.t1,2836,1705,1825,1733,1675,1846
g58528.t1,391,278,307,223,185,218
g58529.t1,1023,715,1312,887,1112,1165
g58530.t1,1001,677,608,685,355,746
g58531.t1,579,418,426,570,268,377
g58532.t1,68,12,79,68,75,183
g58533.t1,200,116,256,164,189,340
g58534.t1,4,1,3,7,3,7
g58535.t1,1148,479,1068,754,712,1486
g58536.t1,1213,706,1211,774,746,1070
g58543.t1,4,4,7,0,8,0
g58537.t1,444,220,369,381,334,497
g58538.t1,18,16,27,0,26,15
g58539.t1,690,104,307,930,256,810
g58540.t1,278,52,131,309,50,348
g58541.t1,7,7,30,10,27,10
g58542.t1,104,28,41,152,0,101
g58546.t1,1393,812,1069,3100,702,2110
g58547.t1,205,131,318,211,178,200
g58548.t1,4676,3184,5278,4782,4159,4315
g58549.t1,604,383,795,893,565,963
g58552.t1,115,79,227,79,189,83
g58553.t1,681,404,598,2051,365,826
g58554.t1,275,106,215,525,155,380
g58555.t1,35,12,38,92,28,161
g58556.t1,14,11,8,51,12,28
g58559.t1,878,178,169,145,88,856
g58560.t1,386,178,186,88,97,364
g58561.t1,112,84,83,31,94,132
g58562.t1,26,20,89,8,87,46
g58564.t1,565,321,748,624,500,447
g58565.t1,1264,888,1295,859,1093,986
g58566.t1,568,225,453,415,449,628
g58567.t1,3,1,0,0,1,1
g58569.t1,523,356,555,667,448,566
g58571.t1,2907,1851,2517,2637,2176,2632
g58572.t1,240,147,174,83,154,105
g58574.t1,1778,764,941,1400,889,1079
g58575.t1,1958,825,1057,1580,598,789
g58577.t1,1060,877,1359,1339,1132,1038
g58578.t1,405,122,196,73,158,197
g58579.t1,773,515,587,506,409,782
g58580.t1,1120,755,1369,1274,841,1496
g58584.t1,432,182,484,388,280,431
g58585.t1,1213,554,578,752,421,787
g58589.t1,440,146,289,549,234,361
g58590.t1,1441,1120,1865,2005,1170,1764
g58596.t1,1444,818,1009,1307,801,1410
g58597.t1,1212,1161,1807,1712,1245,1699
g58598.t1,227,99,184,165,139,216
g58599.t1,2833,2247,3081,3319,2873,2963
g58600.t1,462,283,775,575,575,675
g58601.t1,7485,5499,7307,6348,6042,7456
g58602.t1,1477,1099,2192,2517,1672,3560
g58606.t1,32,33,23,33,25,39
g58613.t1,425,136,163,1084,90,160
g58614.t1,55,25,59,70,72,94
g58616.t1,34,24,115,67,75,117
g58617.t1,1191,516,1219,2636,640,877
g58618.t1,855,344,551,637,435,750
g58619.t1,94,13,14,71,0,9
g58621.t1,1653,1667,2258,3280,1922,1629
g58625.t1,31,6,71,2,26,32
g58626.t1,1,30,24,16,26,29
g58622.t1,748,459,1097,616,740,1029
g58623.t1,2662,1918,2607,3257,1853,2529
g58624.t1,87,46,136,84,101,74
g58627.t1,117,73,126,169,185,139
g58628.t1,2,0,2,0,7,0
g58629.t1,770,265,430,570,323,509
g58630.t1,136,42,18,50,27,72
g58631.t1,20,0,0,2,0,1
g58632.t1,38,2,1,6,2,12
g58633.t1,402,314,435,347,346,443
g58634.t1,1050,801,901,1057,695,1163
g58636.t1,273,145,169,210,208,241
g58637.t1,418,162,800,663,464,635
g58638.t1,924,441,661,878,557,735
g58644.t1,59682,28719,32758,49875,25901,57651
g58645.t1,2081,1290,1827,1521,1195,2030
g58646.t1,3159,2281,4698,2959,4174,3303
g58647.t1,466,263,440,364,376,685
g58663.t1,66,35,22,135,7,199
g58664.t1,101,29,14,96,11,93
g58665.t1,9,3,13,10,8,16
g58666.t1,240,169,332,255,259,293
g58672.t1,158,19,0,113,0,161
g58673.t1,5,2,27,0,39,0
g58674.t1,3,3,3,4,0,0
g58675.t1,44,30,3,76,8,102
g58677.t1,49,28,74,52,48,59
g58678.t1,12,0,2,2,0,0
g58679.t1,74,7,25,28,20,35
g58680.t1,2,12,5,11,6,16
g58681.t1,20,3,2,16,2,11
g58684.t1,11,7,7,10,7,11
g58685.t1,6,2,8,1,6,0
g58694.t1,0,0,0,1,2,7
g58695.t1,0,0,0,4,6,0
g58696.t1,0,0,4,0,0,0
g58697.t1,2,0,0,0,0,0
g58698.t1,5,0,1,0,0,0
g58703.t1,1,0,0,0,0,0
g58719.t1,0,2,2,3,3,0
g58721.t1,2,1,1,0,2,3
g58722.t1,3,1,1,2,1,4
g58724.t1,0,0,9,0,0,2
g58725.t1,0,2,0,3,0,0
g58731.t1,0,20,86,4,55,7
g58745.t1,62,16,32,41,19,26
g58748.t1,312,153,250,322,180,98
g58749.t1,531,374,531,837,383,640
g58750.t1,75,68,83,53,81,63
g58751.t1,1017,563,636,1160,624,1440
g58752.t1,516,348,1012,743,753,734
g58753.t1,380,277,387,305,276,291
g58755.t1,59,13,35,27,13,27
g58756.t1,232,110,264,234,215,257
g58758.t1,136,13,77,245,49,31
g58759.t1,303,186,383,319,331,363
