transcript_id,1BS,1DS,2BS,2DS,3BS,3DS
g56242.t1,4237,2198,4575,3653,3381,6022
g56243.t1,554,517,690,514,403,570
g56244.t1,203,180,207,323,170,228
g56247.t1,222,1461,285,281,223,326
g56248.t1,1473,1792,2957,2883,2115,2800
g56249.t1,60,74,126,107,69,169
g56250.t1,162,222,320,143,210,234
g56253.t1,15,0,0,0,0,0
g56251.t1,915,667,1772,1330,1263,2186
g56252.t1,1034,723,562,685,390,696
g56255.t1,0,0,0,0,0,0
g56259.t1,0,0,0,0,0,0
g56254.t1,170,0,0,0,0,0
g56256.t1,14,0,0,0,0,0
g56258.t1,66,0,0,0,0,0
g56261.t1,264,0,0,0,0,0
g56262.t1,185,0,0,0,0,0
g56263.t1,61,45,33,14,35,44
g56286.t1,0,0,0,0,0,0
g56287.t1,1,0,0,0,0,1
g56282.t1,274,179,51,169,33,263
g56283.t1,22,41,30,43,40,56
g56284.t1,921,92,53,800,33,1297
g56290.t1,26,30,60,24,37,4
g56269.t1,0,0,0,0,0,0
g56264.t1,2408,1900,3081,4133,2273,3670
g56265.t1,15405,7915,15954,18886,11710,17213
g56266.t1,1893,0,722,1309,623,1179
g56267.t1,3,0,0,0,0,2
g56268.t1,23,4,0,6,0,17
g56270.t1,393,0,39,394,20,424
g56271.t1,129,0,0,105,0,108
g56272.t1,207,1453,996,974,908,815
g56273.t1,956,197,583,876,477,980
g56274.t1,780,450,765,634,600,824
g56275.t1,682,486,605,539,454,756
g56278.t1,12,6,0,0,0,6
g56279.t1,33,28,19,53,16,63
g56280.t1,435,319,412,543,283,471
g56291.t1,3,8,0,0,0,10
g56293.t1,1,1,0,0,1,0
g56302.t1,9,4,5,5,13,8
g56303.t1,2,1,0,4,0,0
g56308.t1,8,0,0,0,0,0
g56309.t1,2,6,0,9,0,8
g56311.t1,12,12,19,10,17,0
g56313.t1,5,8,7,0,0,17
g56315.t1,25,5,17,23,38,17
g56323.t1,19,167,136,332,151,293
g56316.t1,0,0,9,4,8,0
g56319.t1,0,0,0,3,0,3
g56317.t1,4,2,9,0,0,10
g56318.t1,4,4,1,0,1,12
g56320.t1,27,13,44,45,31,34
g56321.t1,17,13,27,9,10,8
g56322.t1,2826,1736,2883,2615,2125,3187
g56326.t1,5455,2677,3354,3794,2826,4285
g56327.t1,323,213,251,235,224,345
g56328.t1,610,336,565,406,369,531
g56329.t1,64,16,37,44,29,50
g56337.t1,1131,413,971,797,642,1089
g56338.t1,174,76,237,149,180,224
g56345.t1,5,21,13,125,7,77
g56347.t1,347,115,129,215,121,557
g56341.t1,22807,13379,21376,35364,17905,32622
g56343.t1,63,15,61,40,55,33
g56360.t1,2101,1167,1845,1952,1463,1761
g56361.t1,65,15,56,8,67,25
g56362.t1,21,3,36,15,23,24
g56363.t1,4185,2356,4129,3338,2577,3579
g56364.t1,2366,1851,2207,2168,1675,2355
g56366.t1,39,0,23,18,12,7
g56365.t1,1765,1043,1437,1515,982,1463
g56368.t1,0,3,10,0,0,6
g56370.t1,2666,1609,2418,2640,1880,2591
g56372.t1,4435,2560,4483,4677,3567,5005
g56373.t1,587,468,708,719,681,662
g56374.t1,5,1,3,0,0,3
g56375.t1,17,4,3,0,4,0
g56380.t1,0,2,7,1,0,4
g56379.t1,4,0,0,0,0,0
g56384.t1,3,0,0,0,0,0
g56387.t1,41,40,40,41,22,39
g56388.t1,462,214,268,318,181,297
g56389.t1,3,4,2,0,5,0
g56391.t1,6889,2786,10357,1258,9030,2739
g56395.t1,0,0,0,0,0,0
g56396.t1,4,8,24,4,0,8
g56397.t1,0,0,5,0,0,3
g56398.t1,12,3,0,24,3,16
g56399.t1,0,0,0,0,0,0
g56401.t1,6,1,4,15,2,5
g56404.t1,0,0,0,0,0,0
g56406.t1,0,12,0,9,6,9
g56415.t1,2,1,1,5,1,2
g56417.t1,8,9,2,1,1,5
g56418.t1,5,16,3,27,5,25
g56420.t1,0,0,0,0,0,0
g56419.t1,2,0,0,0,0,0
g56429.t1,3,0,0,0,0,0
g56435.t1,0,0,0,0,0,0
g56436.t1,155,17,17,94,12,85
g56445.t1,0,0,0,0,0,0
g56449.t1,1,2,0,2,0,4
g56450.t1,24,44,3,27,4,53
g56462.t1,11,5,19,8,8,10
g56463.t1,227,122,228,157,138,256
g56464.t1,742,196,235,897,215,307
g56468.t1,621,264,882,522,676,871
g56469.t1,275,85,227,151,211,287
g56470.t1,48,0,22,20,49,25
g56471.t1,706,136,229,109,294,752
g56473.t1,1065,352,2259,1015,1442,1568
g56474.t1,384,262,382,284,171,704
g56475.t1,7,5,0,2,0,5
g56476.t1,24,18,26,15,19,15
g56477.t1,37,24,43,16,32,15
g56478.t1,776,1041,1287,1299,906,1517
g56480.t1,1392,176,1457,659,1168,1017
g56481.t1,27,1,36,32,55,52
g56482.t1,444,81,930,840,752,433
g56483.t1,16,0,27,7,25,9
g56485.t1,3890,2120,3015,3288,2832,3075
g56486.t1,317,245,368,396,289,402
g56494.t1,0,0,0,0,0,0
g56493.t1,77,8,21,24,24,53
g56491.t1,713,112,1259,1005,980,1186
g56492.t1,746,105,3754,959,3218,1639
g56498.t1,1081,668,1048,1020,799,1010
g56501.t1,1947,1273,2270,2084,1508,1777
g56502.t1,803,424,730,613,560,605
g56503.t1,2,0,1,8,0,4
g56505.t1,457,354,497,313,364,459
g56506.t1,1810,1199,1655,2077,1444,2382
g56509.t1,4,6,6,15,7,15
g56511.t1,53,22,23,68,18,44
g56512.t1,119,50,40,56,32,42
g56519.t1,3165,2636,2918,2484,2338,3329
g56521.t1,0,0,0,0,2,0
g56538.t1,2,0,0,2,0,0
g56540.t1,56,34,73,63,44,85
g56555.t1,0,0,0,0,0,3
g56556.t1,0,0,0,0,2,0
g56557.t1,0,0,0,0,0,0
g56558.t1,0,0,0,0,0,0
g56560.t1,0,0,0,0,0,0
g56561.t1,0,0,0,0,0,5
g56564.t1,0,0,0,0,0,0
g56566.t1,0,0,0,5,0,2
g56568.t1,0,0,0,0,0,0
g56554.t1,14,3,9,0,5,0
g56559.t1,2,4,2,0,0,2
g56562.t1,27,0,0,17,0,18
g56563.t1,8,0,0,11,0,4
g56565.t1,22,0,0,8,0,17
g56567.t1,1,0,0,2,0,0
g56569.t1,3735,2777,4855,2538,3573,2855
g56570.t1,3786,2003,3386,1951,3501,3009
g56573.t1,36,12,38,17,31,46
g56572.t1,2051,1017,2275,1640,1226,2135
g56575.t1,15,4,12,0,14,8
g56577.t1,3,0,8,0,9,0
g56582.t1,9,1,2,0,0,0
g56587.t1,111,50,112,139,99,80
g56588.t1,4,0,0,0,0,4
g56597.t1,48,31,95,29,63,47
g56598.t1,10,0,0,0,0,9
g56601.t1,197,156,83,90,91,114
g56602.t1,4,2,3,0,0,2
g56603.t1,11,7,10,5,9,9
g56604.t1,7,2,6,0,12,1
g56636.t1,7,1,0,4,0,3
g56637.t1,0,0,3,0,4,0
g56644.t1,4,0,0,0,0,1
g56645.t1,21,0,0,5,0,0
g56648.t1,0,0,0,3,0,0
g56649.t1,3,0,0,0,0,4
g56650.t1,17,8,16,5,8,7
g56651.t1,12,4,15,9,1,16
g56652.t1,14,1,22,20,10,6
g56656.t1,26,19,17,16,7,0
g56658.t1,2,12,0,0,0,0
g56659.t1,26,7,8,11,7,13
g56665.t1,2,0,0,0,2,0
g56666.t1,2411,1561,1935,2220,1795,2230
g56698.t1,28,7,15,4,7,3
g56699.t1,15,2,0,0,0,14
g56681.t1,0,0,0,2,0,0
g56682.t1,0,0,0,0,0,0
g56683.t1,0,0,0,0,0,0
g56685.t1,0,0,0,2,0,0
g56689.t1,0,0,0,0,0,0
g56691.t1,0,76,17,91,15,174
g56692.t1,0,49,0,46,0,82
g56694.t1,0,0,0,0,0,0
g56695.t1,0,18,21,0,0,52
g56696.t1,0,7,0,0,0,9
g56667.t1,219,0,12,63,14,120
g56668.t1,68,129,72,66,95,139
g56669.t1,26,21,30,24,15,62
g56670.t1,33,43,60,61,14,96
g56671.t1,1,2,1,1,1,1
g56675.t1,2,0,0,0,0,0
g56677.t1,9,0,0,0,0,0
g56680.t1,50,9,19,9,6,17
g56684.t1,4,152,0,83,0,219
g56690.t1,211,138,66,89,53,173
g56700.t1,60,0,0,1,0,8
g56704.t1,0,0,0,0,0,0
g56706.t1,3787,1350,3667,4552,3235,4812
g56707.t1,225,130,472,318,314,353
g56708.t1,545,165,444,287,302,457
g56709.t1,3391,1213,3929,2883,2664,3625
g56711.t1,0,0,0,0,0,0
g56710.t1,5,0,0,0,0,0
g56712.t1,7,5,7,7,5,3
g56713.t1,3,1,3,1,1,2
g56714.t1,147,0,145,76,110,118
g56716.t1,5,6,2,2,5,5
g56718.t1,39,23,14,33,7,40
g56721.t1,83,54,84,158,59,76
g56722.t1,1592,1582,2607,1462,2389,1094
g56727.t1,100,136,274,227,183,253
g56724.t1,5656,2268,5663,3453,4380,5155
g56730.t1,140,80,125,82,120,98
g56728.t1,430,304,489,320,160,485
g56729.t1,3899,1424,2525,2738,2227,2064
g56732.t1,2397,1510,2498,2581,2068,2480
g56733.t1,4126,2712,3335,3892,2960,2900
g56734.t1,73,15,247,222,184,200
g56735.t1,77,48,403,170,430,221
g56736.t1,1798,822,4451,2074,4915,1826
g56737.t1,0,0,4,8,7,9
g56738.t1,0,0,5,6,5,4
g56739.t1,50,39,34,63,17,17
g56741.t1,217,104,108,157,106,193
g56742.t1,391,158,428,260,292,240
g56752.t1,33,26,73,98,57,61
g56747.t1,0,0,3,0,0,0
g56748.t1,0,0,1,0,0,4
g56749.t1,0,0,6,0,6,0
g56745.t1,224,83,169,82,163,136
g56746.t1,14,0,19,0,0,2
g56750.t1,78,28,76,75,64,78
g56751.t1,43,0,21,3,11,7
g56753.t1,79,137,264,77,170,230
g56754.t1,25,0,8,6,0,0
g56755.t1,1070,696,1547,1447,1072,1306
g56756.t1,76,102,125,159,100,198
g56757.t1,5,54,57,61,79,61
g56761.t1,7,8,10,3,12,0
g56758.t1,938,472,1006,602,850,826
g56759.t1,1028,705,1423,937,1068,850
g56762.t1,2,0,0,0,8,0
g56764.t1,2162,1024,1688,1014,1096,2639
g56765.t1,498,293,611,513,429,474
g56766.t1,68,70,99,32,63,73
g56767.t1,1804,1281,1547,1086,1168,1643
g56768.t1,938,575,1103,2917,741,3868
g56769.t1,810,369,763,544,436,896
g56770.t1,350,0,0,0,0,0
g56775.t1,0,0,0,0,0,0
g56776.t1,0,0,0,0,0,0
g56772.t1,25,71,21,250,0,591
g56773.t1,5844,842,336,685,267,1720
g56774.t1,183,266,36,541,34,1569
g56777.t1,1150,555,25,844,24,1467
g56778.t1,259,248,351,985,376,1386
g56779.t1,1519,195,585,921,456,1008
g56781.t1,36,4,16,60,46,13
g56780.t1,1080,266,731,600,588,835
g56782.t1,194,48,212,286,117,266
g56783.t1,1,0,2,1,1,3
g56784.t1,3,0,1,2,2,1
g56786.t1,7,1,2,4,2,4
g56790.t1,168,43,100,102,129,189
g56793.t1,10,35,42,16,41,13
g56794.t1,762,175,305,357,275,269
g56796.t1,7,7,12,11,0,9
g56797.t1,2,2,10,7,0,9
g56799.t1,2,0,0,26,0,19
g56838.t1,1095,915,1137,1022,1335,1159
g56807.t1,0,0,0,14,0,13
g56808.t1,0,0,0,0,0,0
g56809.t1,0,0,0,0,0,0
g56810.t1,0,0,0,0,0,0
g56811.t1,0,143,26,0,0,0
g56817.t1,0,0,0,22,0,10
g56824.t1,0,0,0,0,0,0
g56827.t1,0,0,0,0,0,0
g56828.t1,0,0,0,0,0,4
g56829.t1,0,0,0,0,0,0
g56830.t1,0,0,0,0,0,0
g56802.t1,15,0,48,10,18,0
g56804.t1,1,1,0,0,0,1
g56815.t1,96,18,0,19,0,33
g56816.t1,4,0,0,16,0,0
g56818.t1,32,32,39,85,19,42
g56819.t1,9,2,0,2,1,3
g56823.t1,1,0,0,0,0,0
g56825.t1,224,0,2,0,0,0
g56831.t1,6,7,8,0,0,7
g56833.t1,76,13,35,37,34,30
g56834.t1,370,161,236,502,219,345
g56835.t1,651,264,440,653,423,473
g56836.t1,28,0,154,44,149,89
g56837.t1,28,10,282,6,196,24
g56840.t1,1755,910,2171,1369,1285,1771
g56841.t1,2,6,6,19,3,16
g56842.t1,187,106,178,179,215,221
g56843.t1,5,7,23,5,11,33
g56845.t1,28,53,107,111,61,174
g56846.t1,91,57,66,71,65,89
g56847.t1,177,78,110,114,93,161
g56858.t1,275,191,418,164,300,281
g56853.t1,5032,3433,4039,3145,2987,5317
g56854.t1,384,134,259,212,194,314
g56855.t1,68,57,46,37,44,90
g56856.t1,366,131,414,162,244,223
g56857.t1,10,9,21,8,20,11
g56866.t1,1,3,5,0,1,0
g56864.t1,0,0,0,0,0,0
g56863.t1,1131,1381,1547,2739,1830,2956
g56865.t1,2247,2262,1935,1401,1473,2772
g56881.t1,67,60,100,3,51,15
g56870.t1,0,0,4,1,5,0
g56871.t1,0,1,7,4,0,0
g56873.t1,0,6,10,0,10,57
g56875.t1,0,0,0,0,1,2
g56867.t1,14,8,3,11,3,0
g56868.t1,40,49,56,54,26,5
g56869.t1,1,3,9,2,4,0
g56874.t1,8,2,6,2,5,6
g56878.t1,4,2,0,0,0,0
g56880.t1,144,46,1056,119,815,672
g56885.t1,1514,1161,1888,1816,1398,1808
g56886.t1,844,538,1122,960,754,1070
g56890.t1,194,61,255,276,177,253
g56891.t1,1587,688,2079,1008,1247,772
g56892.t1,32,20,14,18,6,15
g56893.t1,314,159,106,29,82,176
g56894.t1,3544,3471,4000,3352,3275,3135
g56895.t1,1947,994,1484,1055,1106,1823
g56903.t1,117,10,26,141,11,145
g56908.t1,0,0,0,8,0,1
g56909.t1,11,30,30,113,27,97
g56911.t1,11,0,43,0,104,0
g56914.t1,9,14,7,17,12,21
g56915.t1,7,4,0,0,4,2
g56921.t1,26,0,33,35,39,72
g56923.t1,26,28,11,19,0,7
g56924.t1,5,5,2,6,0,0
g56925.t1,0,0,8,0,0,0
g56929.t1,0,7,0,0,0,0
g56942.t1,73,69,14,46,6,47
g56931.t1,0,0,0,0,0,0
g56932.t1,0,0,0,0,0,0
g56933.t1,0,0,0,0,0,0
g56934.t1,0,12,0,3,0,0
g56941.t1,0,1,8,2,2,3
g56930.t1,30,4,15,34,0,20
g56935.t1,745,444,1344,3707,1478,2873
g56936.t1,1764,1277,1847,9731,1948,7650
g56937.t1,4,0,4,0,4,10
g56940.t1,97,27,56,102,37,79
g56944.t1,0,0,0,0,2,0
g56946.t1,0,0,0,0,6,0
g56943.t1,1340,1208,1191,1023,885,831
g56947.t1,261,182,200,230,157,167
g56948.t1,1810,860,1449,1421,1492,1333
g56955.t1,83,82,468,113,534,246
g56956.t1,13,8,13,12,9,16
g56957.t1,602,658,894,482,740,816
g56958.t1,1035,831,1071,764,750,1309
g56960.t1,37,23,67,48,54,78
g56961.t1,320,164,447,438,394,532
g56962.t1,46,6,43,30,41,26
g56964.t1,43,21,57,69,25,31
g56965.t1,226,214,346,208,179,248
g56966.t1,21,2,0,22,13,13
g56974.t1,11,0,0,0,2,0
g56973.t1,222,122,309,84,154,153
g56976.t1,77,22,78,30,39,83
g56977.t1,2357,1726,2430,3405,1928,2390
g56978.t1,2541,1576,3046,3174,2117,2836
g56979.t1,11303,6895,17246,10720,12529,13424
g56980.t1,3587,2507,5034,2849,3433,5017
g56981.t1,691,530,746,879,591,654
g56998.t1,1420,801,1654,992,1472,1339
g56999.t1,313,295,255,270,196,355
g57000.t1,13,44,12,68,28,78
g56994.t1,0,18,0,13,0,37
g56985.t1,184,123,231,358,165,204
g56986.t1,33522,24971,26852,34207,22078,32481
g56987.t1,555,364,456,667,455,955
g56988.t1,213,105,210,275,166,216
g56989.t1,55,25,62,74,44,83
g56990.t1,128,81,150,165,151,147
g56991.t1,6,21,29,25,13,8
g56992.t1,30,45,25,83,12,130
g56993.t1,15,19,15,28,4,32
g56996.t1,188,184,124,111,116,181
g56997.t1,1890,1159,2007,1387,1790,1773
g57003.t1,254,208,301,267,280,337
g57014.t1,6,14,1,1,0,2
g57019.t1,3,0,0,0,0,0
g57001.t1,7149,4715,5270,9868,4349,8943
g57002.t1,118,408,170,317,176,361
g57043.t1,1,0,2,0,0,0
g57048.t1,17,13,7,7,2,3
g57052.t1,61,0,0,0,0,0
g57053.t1,1,3,2,0,0,3
g57055.t1,2,16,0,0,0,0
g57058.t1,3,0,0,2,0,3
g57064.t1,2,0,0,0,2,0
g57068.t1,0,3,6,0,8,0
g57070.t1,1,0,0,0,0,4
g57072.t1,4,0,0,0,0,0
g57079.t1,18,0,60,0,158,0
g57086.t1,4,3,4,3,0,1
g57087.t1,48,12,20,6,17,4
g57091.t1,0,8,17,46,10,26
g57090.t1,66,178,356,340,250,263
g57097.t1,6313,4828,3142,10670,2003,3602
g57098.t1,166,159,104,546,63,150
g57099.t1,5267,1710,3407,3653,2245,2980
g57101.t1,0,0,0,0,0,0
g57103.t1,0,0,0,0,0,0
g57104.t1,1,0,3,1,1,2
g57108.t1,7,2,4,4,0,41
g57107.t1,1815,798,1918,1254,1236,1384
g57115.t1,51,20,29,52,23,24
g57109.t1,1380,661,1499,1166,1449,2006
g57110.t1,109,101,44,56,82,213
g57111.t1,876,475,330,334,1018,1733
g57116.t1,508,327,393,474,371,625
g57117.t1,3461,2049,3224,2121,2466,2199
g57118.t1,1583,900,1635,1550,999,1336
g57119.t1,218,21,15,2,0,10
g57120.t1,180,200,121,54,84,315
g57121.t1,256,220,174,375,149,283
g57122.t1,167,159,157,316,145,256
g57130.t1,10,22,9,21,25,19
g57132.t1,7,20,14,21,18,16
g57133.t1,143,303,310,622,262,189
g57143.t1,2980,1843,3205,3129,2388,2870
g57144.t1,417,201,494,191,316,100
g57145.t1,301,437,427,383,315,461
g57146.t1,658,620,441,780,313,1362
g57151.t1,692,519,953,739,944,815
g57152.t1,353,105,332,158,285,284
g57153.t1,9,0,0,4,8,7
g57154.t1,15,14,7,22,2,6
g57149.t1,13238,6046,4350,12202,3238,5885
g57150.t1,1494,732,1120,1701,1070,1559
g57155.t1,9,18,7,12,8,12
g57156.t1,3144,449,2184,2204,1658,2712
g57161.t1,70,22,0,14,31,14
g57157.t1,467,201,254,801,191,297
g57158.t1,1112,289,401,297,725,602
g57159.t1,59,11,5,19,25,61
g57160.t1,48,7,24,0,8,2
g57163.t1,49,17,58,73,25,63
g57164.t1,2552,299,1467,752,982,1335
g57166.t1,23,13,47,18,20,61
g57165.t1,281,40,132,123,88,132
g57167.t1,832,506,927,864,522,1273
g57168.t1,220,53,217,202,178,145
g57169.t1,560,241,581,687,423,428
g57170.t1,1325,1332,1995,2079,1385,1117
g57181.t1,18,7,9,15,13,26
g57182.t1,24,4,6,18,4,25
g57171.t1,329,142,312,309,293,374
g57172.t1,175,161,238,272,213,252
g57176.t1,3100,1816,2163,3210,1839,2643
g57180.t1,393,262,437,292,379,311
g57185.t1,18,8,4,11,0,13
g57186.t1,17,10,0,7,0,11
g57184.t1,1396,1034,2403,1639,1595,1731
g57189.t1,2,3,0,10,0,0
g57190.t1,1,0,0,26,0,47
g57192.t1,1,4,0,0,0,0
g57195.t1,0,0,5,0,0,0
g57198.t1,111,19,117,75,53,104
g57199.t1,45,7,2,14,0,8
g57200.t1,4902,1745,2924,2656,1708,3592
g57201.t1,1300,682,1276,1192,867,1458
g57202.t1,3732,2326,4427,2505,3307,3826
g57203.t1,2021,1053,1832,2166,1292,2099
g57204.t1,5146,3219,5534,4167,4000,6444
g57224.t1,6,0,0,0,0,0
g57227.t1,2,0,0,1,2,0
g57217.t1,0,0,0,2,0,0
g57206.t1,69,92,111,103,74,121
g57207.t1,409,254,372,113,285,397
g57213.t1,892,230,994,726,686,949
g57214.t1,39,8,15,13,16,22
g57215.t1,397,140,336,352,278,534
g57216.t1,1631,1493,1489,2329,1252,1636
g57232.t1,0,3,0,0,0,0
g57233.t1,4,6,0,0,0,0
g57234.t1,235,311,277,59,179,86
g57235.t1,1567,1181,1754,1656,1475,1386
g57236.t1,7,11,15,5,17,0
g57237.t1,6,0,2,6,1,0
g57238.t1,47,11,13,16,17,21
g57239.t1,55,44,20,40,17,51
g57240.t1,16,15,8,9,6,10
g57241.t1,1678,537,753,315,1387,1431
g57243.t1,2200,1667,2495,2028,1820,2541
g57250.t1,109,37,149,43,176,197
g57244.t1,16278,8725,8852,11386,7711,12684
g57247.t1,59,52,18,59,20,72
g57293.t1,127,107,131,119,72,136
g57269.t1,0,4,0,4,0,0
g57270.t1,0,0,0,0,6,0
g57274.t1,0,0,0,0,0,0
g57275.t1,0,0,0,0,0,0
g57276.t1,0,0,0,0,0,0
g57277.t1,0,0,0,1,0,0
g57278.t1,0,0,0,3,0,0
g57282.t1,0,0,0,0,0,0
g57287.t1,0,0,0,0,0,5
g57289.t1,0,0,0,4,0,0
g57255.t1,46,18,20,4,7,18
g57256.t1,1,4,10,3,13,2
g57257.t1,9,2,17,3,7,13
g57258.t1,2,0,13,0,6,2
g57259.t1,6,2,16,7,13,3
g57262.t1,39,21,27,20,0,70
g57263.t1,9,1,4,9,5,7
g57264.t1,22,7,0,0,0,0
g57265.t1,9,0,0,5,0,5
g57266.t1,3,6,2,5,3,6
g57267.t1,22,15,39,38,34,26
g57268.t1,83,30,103,79,75,56
g57279.t1,6,0,0,0,0,0
g57283.t1,578,0,0,164,0,866
g57284.t1,135,100,162,104,60,187
g57285.t1,47,2,13,52,16,103
g57286.t1,23,0,3,8,0,29
g57290.t1,4,14,49,0,91,8
g57291.t1,10,0,6,1,0,3
g57292.t1,64,0,0,24,0,27
g57294.t1,488,326,772,234,548,801
g57295.t1,64,44,32,15,38,55
g57296.t1,123,105,143,135,164,233
g57297.t1,604,314,795,621,627,649
g57302.t1,0,0,0,0,0,0
g57299.t1,187,122,133,133,137,238
g57301.t1,4,22,4,8,2,11
g57303.t1,79,34,22,77,33,58
g57304.t1,9263,4055,8855,6287,7050,10477
g57305.t1,996,467,939,875,707,947
g57306.t1,26374,13242,33621,24498,25367,28235
g57307.t1,4585,3543,5060,6144,4266,6189
g57309.t1,1222,1741,2055,988,1386,1050
g57310.t1,1500,1411,1899,1672,1232,1263
g57312.t1,276,603,425,433,526,704
g57315.t1,32,14,14,33,22,20
g57313.t1,575,524,596,646,828,677
g57314.t1,1386,1077,963,2090,2443,1743
g57317.t1,53,122,150,38,158,110
g57318.t1,199,145,131,137,153,195
g57322.t1,262,196,873,508,146,122
g57323.t1,1255,683,1638,1115,1307,1589
g57324.t1,6831,176,7377,13269,2951,9716
g57325.t1,63,0,65,117,34,121
g57326.t1,1274,701,1161,1374,966,1372
g57327.t1,474,202,483,588,344,551
g57384.t1,23,84,24,43,12,70
g57332.t1,0,0,0,0,0,0
g57333.t1,0,0,0,0,0,0
g57336.t1,0,0,0,0,0,0
g57337.t1,0,0,0,8,3,3
g57338.t1,0,0,3,3,4,5
g57339.t1,0,0,0,0,0,0
g57341.t1,0,0,0,0,0,0
g57342.t1,0,3,0,0,0,0
g57343.t1,0,0,0,0,0,0
g57347.t1,0,0,1,0,0,6
g57348.t1,0,0,0,0,0,0
g57349.t1,0,0,0,0,0,0
g57350.t1,0,0,0,0,0,0
g57351.t1,0,0,0,0,0,0
g57352.t1,0,0,0,4,0,0
g57356.t1,0,38,65,1,38,2
g57357.t1,0,0,0,0,0,0
g57358.t1,0,20,25,26,0,23
g57359.t1,0,1,9,10,0,0
g57361.t1,0,0,4,0,0,0
g57363.t1,0,0,0,0,0,0
g57364.t1,0,0,0,0,0,12
g57369.t1,0,5,4,0,0,9
g57370.t1,0,0,0,0,0,5
g57371.t1,0,12,12,0,9,2
g57373.t1,0,0,0,0,0,0
g57374.t1,0,0,0,0,0,0
g57331.t1,3,6,116,253,39,68
g57334.t1,1,0,0,0,0,0
g57345.t1,21,27,35,73,35,59
g57346.t1,10,10,7,11,13,12
g57360.t1,3,2,0,3,1,1
g57362.t1,25,13,37,35,42,19
g57366.t1,3,0,0,1,2,0
g57367.t1,8,3,9,10,4,9
g57368.t1,6,9,5,0,4,0
g57376.t1,4,3,4,3,1,3
g57377.t1,1,1,4,3,4,4
g57389.t1,1,0,3,4,0,0
g57391.t1,0,0,0,0,0,0
g57394.t1,4,0,0,0,0,17
g57395.t1,0,0,0,0,0,0
g57410.t1,0,0,5,0,0,0
g57409.t1,26,16,25,0,31,0
g57411.t1,1,1,1,2,1,1
g57412.t1,8,1,35,5,37,25
g57413.t1,11,9,55,16,36,41
g57419.t1,0,0,0,0,4,8
g57422.t1,2,2,0,6,2,3
g57423.t1,8,2,0,0,5,0
g57424.t1,9,3,3,3,3,7
g57428.t1,115,20,52,0,38,0
g57433.t1,454,228,667,319,455,296
g57434.t1,40,16,53,28,31,35
g57436.t1,244,348,3133,666,2652,1717
g57431.t1,32806,20796,18167,29917,14420,32781
g57432.t1,54571,27575,34510,37948,29660,37571
g57437.t1,2547,587,4949,774,3766,944
g57438.t1,238,44,437,71,212,99
g57439.t1,1062,911,662,1198,514,906
g57440.t1,11,1,22,0,8,0
g57445.t1,600,222,3294,1167,2022,1055
g57447.t1,699,414,3153,1709,2378,1320
g57448.t1,1,0,11,0,3,0
g57446.t1,4215,797,5340,2704,4915,4973
g57449.t1,512,252,981,344,639,409
g57450.t1,203,152,274,226,169,231
g57451.t1,40,18,225,16,212,18
g57452.t1,63,39,452,68,367,82
g57454.t1,236,168,1850,256,1103,278
g57459.t1,12,3,30,9,27,12
g57463.t1,5,3,0,0,0,0
g57464.t1,223,1,115,9,53,8
g57466.t1,1,0,0,0,0,0
g57475.t1,0,0,0,0,0,0
g57478.t1,0,0,0,0,0,0
g57480.t1,0,0,0,0,0,0
g57481.t1,0,0,0,0,0,0
g57482.t1,0,0,2,0,0,0
g57490.t1,2,0,0,42,0,4
g57494.t1,7,4,2,4,5,2
g57495.t1,7,4,10,5,3,11
g57498.t1,4,0,4,8,6,9
g57499.t1,53,15,55,79,48,157
g57500.t1,8,0,0,32,12,0
g57507.t1,4,0,0,0,0,0
g57508.t1,66,48,45,66,22,63
g57509.t1,245,127,76,475,50,382
g57513.t1,29,25,19,8,4,12
g57511.t1,1030,942,2151,838,1373,1262
g57514.t1,43,0,0,0,2,0
g57515.t1,1171,649,1282,1550,970,1085
g57516.t1,1220,367,1717,1331,1282,1019
g57517.t1,50,10,40,65,31,43
g57518.t1,108,63,69,136,82,96
g57519.t1,537,208,620,302,539,528
g57525.t1,47,26,57,65,43,69
g57526.t1,7,2,3,15,0,4
g57521.t1,5806,3067,5858,6258,4766,6425
g57522.t1,25,1,10,10,8,3
g57523.t1,14,6,13,1,8,0
g57524.t1,7572,4354,6802,8051,5790,7177
g57527.t1,211,178,149,251,123,580
g57528.t1,61,10,15,14,12,24
g57529.t1,1,3,4,0,7,0
g57533.t1,3,20,23,17,14,33
g57535.t1,0,0,0,0,0,0
g57537.t1,0,0,0,0,0,0
g57538.t1,67,25,73,32,57,29
g57539.t1,1,0,0,0,0,1
g57540.t1,35,28,178,25,146,29
g57542.t1,215,0,215,0,175,0
g57544.t1,94,10,137,6,120,20
g57547.t1,1,0,0,0,0,0
g57548.t1,12,0,10,2,0,3
g57559.t1,10726,8060,16554,14123,11855,16362
g57564.t1,2809,1988,3183,2591,2351,3571
g57566.t1,131,51,170,383,127,307
g57569.t1,3,2,2,5,4,9
g57570.t1,16,9,0,12,0,2
g57571.t1,23,0,0,0,0,5
g57572.t1,120,39,166,200,149,268
g57575.t1,842,233,686,414,399,749
g57576.t1,252,206,345,126,261,135
g57577.t1,711,196,1170,266,992,313
g57578.t1,975,459,1474,403,1196,715
g57580.t1,46,34,42,33,49,47
g57581.t1,436,293,353,393,236,342
g57586.t1,0,12,19,9,0,25
g57587.t1,0,0,2,5,0,0
g57582.t1,24,0,17,3,8,3
