gene_id,1BS,1DS,2BS,2DS,3BS,3DS
g63742,14,0,0,11,5,14
g63744,8,9,0,0,0,0
g63753,0,0,0,0,0,0
g63757,0,1,0,0,1,0
g63758,0,0,0,2,0,0
g63754,38,55,208,88,69,72
g63755,2,0,2,0,0,0
g63760,2,0,0,2,0,0
g63768,119,39,77,104,65,83
g63774,4,0,2,0,2,0
g63783,0,0,0,5,0,5
g63778,97,40,94,64,63,70
g63779,130,36,169,77,82,100
g63780,13,0,0,4,0,1
g63784,1,2,3,8,2,3
g63776,4121,405,47,227,103,3629
g63777,12956,2106,312,647,274,9965
g63785,1,1,7,6,6,6
g63788,1021,916,723,725,550,1231
g63789,238,186,231,194,220,252
g63794,0,0,0,0,0,0
g63790,748,701,693,721,619,1096
g63791,783,439,626,1026,554,992
g63792,77,48,113,90,72,101
g63793,439,136,325,380,266,434
g63795,463,226,500,477,338,535
g63799,8,2,97,6,85,2
g63800,18,31,70,4,77,16
g63801,659,454,1071,324,1033,749
g63802,1144,730,1129,1529,821,1218
g63803,218,104,284,375,240,302
g63809,1784,1053,1128,1466,1043,2554
g63810,116,91,55,89,60,107
g63815,76,39,34,35,28,38
g63825,27,12,11,24,9,17
g63819,1244,150,171,271,135,506
g63820,2276,926,1072,1691,661,1481
g63821,3763,2238,2033,2769,1732,3839
g63826,803,310,280,95,233,403
g63827,2773,1497,1706,2204,1162,1644
g63828,1030,750,547,216,441,226
g63829,54,32,29,0,14,0
g63831,471,159,127,236,108,311
g63832,879,315,670,986,508,436
g63833,9,7,45,18,32,58
g63834,9065,4070,3187,1994,2673,2968
g63835,120,17,17,14,22,21
g63836,1440,279,1173,249,750,401
g63837,1735,1112,1925,1348,1674,1441
g63841,0,0,0,0,0,0
g63838,2500,1616,1877,2216,1576,2447
g63839,4958,2931,4479,3771,3632,4446
g63845,182,104,119,169,82,186
g63846,1467,995,1446,1764,1064,1871
g63847,325,1182,662,1857,705,1790
g63848,531,331,300,575,210,1801
g63849,793,1101,1164,1583,928,1133
g63853,0,2,4,0,2,0
g63852,1,0,0,3,0,0
g63855,307,241,315,259,242,364
g63873,0,20,9,0,10,1
g63874,27,9,20,21,16,21
g63875,15,12,49,39,58,30
g63876,0,0,0,0,3,9
g63877,0,6,0,8,0,3
g63878,4,0,0,4,5,0
g63880,4,3,3,0,0,0
g63881,2845,1900,3250,3485,2193,3064
g63882,508,289,455,275,294,403
g63883,425,151,401,298,190,242
g63884,229,95,429,320,233,252
g63885,9,11,38,31,19,25
g63886,5,9,0,17,6,19
g63887,22,2,11,9,4,43
g63890,0,4,4,6,6,4
g63889,1442,821,1341,1704,1029,1728
g63891,168,157,186,233,190,251
g63892,4,0,0,0,0,0
g63893,175,134,120,182,107,182
g63894,451,0,0,861,0,1485
g63895,1417,0,0,2783,0,4615
g63896,504,0,0,764,0,1716
g63897,376,21,40,608,22,995
g63898,228,87,281,311,227,524
g63903,0,10,0,0,0,0
g63904,0,0,0,0,0,0
g63905,0,0,0,0,0,4
g63906,0,0,0,0,0,0
g63907,0,0,0,2,0,0
g63902,2,0,0,3,0,0
g63908,2,0,0,0,0,0
g63909,6,0,0,3,0,3
g63910,128,3,23,126,12,135
g63911,8,3,7,11,0,9
g63913,77,20,27,69,17,56
g63916,0,0,0,0,0,3
g63917,0,0,0,7,0,8
g63918,0,10,2,2,0,9
g63921,22,39,26,77,7,72
g63924,4,0,0,9,0,0
g63929,4,0,0,0,0,0
g63933,6,0,0,0,0,0
g63934,26,8,22,18,15,21
g63935,0,0,0,0,0,0
g63940,2,10,15,13,23,3
g63941,13,2,6,21,22,6
g63943,0,0,0,0,0,0
g63944,9,5,0,11,0,12
g63948,2,0,0,2,0,0
g63953,1,3,0,2,3,6
g63954,0,0,0,6,0,8
g63963,10,0,19,6,0,19
g63978,2,0,0,0,0,0
g63993,6,0,0,0,0,0
g63996,0,0,0,0,0,0
g63998,3,2,5,22,0,21
g64004,0,7,0,0,0,0
g64005,23,4,19,14,21,11
g64006,1,3,1,0,2,0
g64007,91,67,53,8,47,0
g64019,5,0,0,5,3,9
g64022,22,9,13,2,13,4
g64023,11,12,13,5,9,6
g64030,6,0,0,0,0,0
g64033,6,0,0,3,0,0
g64034,9,0,0,0,0,0
g64035,73,0,0,25,0,16
g64047,0,0,3,0,0,0
g64048,0,0,0,0,0,0
g64046,42,30,48,67,60,54
g64049,72,29,89,18,38,40
g64050,489,302,474,460,410,527
g64051,441,109,228,426,183,201
g64052,548,263,340,335,280,497
g64054,1139,686,1355,865,1064,1123
g64056,19147,10117,14664,14159,12846,15851
g64057,825,272,118,479,125,655
g64061,1848,1379,2339,2203,1375,2134
g64062,854,833,765,918,749,951
g64063,24,0,8,4,4,9
g64064,23,0,0,0,0,0
g64065,2043,944,1163,1178,1188,1201
g64066,1276,612,1709,1243,1229,1457
g64067,1338,353,1286,947,1033,1067
g64071,53,0,16,32,10,0
g64072,149,102,191,235,135,203
g64069,5759,2326,5587,6186,4575,5936
g64070,2287,1439,2149,2502,1647,2091
g64073,1327,2301,1027,983,678,2756
g64074,317,83,126,46,106,210
g64075,519,321,696,582,504,595
g64077,1628,854,1654,1697,1411,1683
g64078,1111,455,1283,1367,771,1176
g64079,415,436,627,467,494,889
g64080,100,88,116,85,73,116
g64081,905,628,901,1084,749,1065
g64083,503,319,438,402,288,477
g64084,3698,2781,1880,2074,1712,2091
g64085,3390,2828,2614,3774,2255,2990
g64086,10552,6270,7504,10401,6690,9210
g64087,882,486,653,575,556,844
g64088,1214,918,1055,1214,822,963
g64089,528,228,265,390,274,417
g64090,569,740,859,983,639,1119
g64091,464,129,382,585,374,543
g64093,77,504,370,1189,326,677
g64094,486,232,494,519,412,582
g64095,1712,1348,1396,3970,1247,2705
g64096,656,894,1748,1192,994,1434
g64097,694,164,244,229,163,519
g64098,635,550,479,549,347,649
g64099,121,181,232,429,122,560
g64102,53,27,26,20,16,24
g64107,2,0,0,0,0,6
g64124,6,0,0,0,0,0
g64126,4,4,0,3,0,0
g64109,0,0,0,0,0,0
g64111,0,0,0,0,0,0
g64112,0,0,0,3,0,0
g64114,0,0,0,6,0,0
g64115,0,0,0,0,0,0
g64116,0,0,0,0,0,2
g64117,0,0,0,4,0,0
g64119,0,0,0,6,0,7
g64108,24,7,11,15,14,11
g64118,2,0,0,4,0,2
g64120,4,0,0,7,0,4
g64121,22,5,27,11,6,19
g64122,142,27,73,73,62,82
g64123,13,17,32,25,8,17
g64137,1,2,1,2,1,1
g64138,0,0,0,0,0,0
g64135,5304,4437,6312,4353,4538,5330
g64139,0,0,23,0,17,22
g64141,0,0,0,0,0,0
g64142,0,0,5,0,10,0
g64143,0,0,0,0,0,0
g64144,0,0,0,0,0,0
g64145,0,4,0,2,0,12
g64146,0,2,0,0,3,3
g64148,0,0,0,0,2,4
g64150,0,0,0,0,0,0
g64153,37,13,11,36,11,75
g64154,10,2,0,2,0,3
g64155,1,1,1,2,1,1
g64158,0,0,0,0,0,0
g64157,144,16,60,43,29,180
g64165,11,2,6,10,4,12
g64166,12,2,11,8,6,13
g64167,21,0,3,0,0,22
g64168,183,0,0,7,1,104
g64170,5,0,8,11,14,15
g64172,4,0,0,0,0,0
g64173,0,0,0,0,0,0
g64175,20,0,4,0,9,14
g64181,7,0,0,0,0,0
g64182,11,0,0,0,0,0
g64179,124,0,14,0,7,0
g64180,5,0,0,0,0,0
g64183,3,65,13,0,16,0
g64184,10,44,21,0,11,0
g64186,0,17,10,0,0,0
g64187,0,5,1,0,0,0
g64189,0,4,0,0,0,0
g64190,0,0,0,6,4,0
g64191,0,0,0,0,0,0
g64192,0,1,8,8,1,7
g64193,0,0,0,1,0,0
g64194,0,6,1,1,0,0
g64197,0,0,0,0,0,0
g64198,0,0,0,0,0,0
g64199,0,0,1,0,4,2
g64188,8,15,22,12,18,2
g64195,5,0,0,0,0,0
g64200,22,0,20,21,21,4
g64201,12,8,0,14,13,0
g64202,9,27,38,26,14,0
g64205,2960,1714,2311,2635,1735,2192
g64206,1226,713,791,859,760,1061
g64207,257,122,185,258,145,219
g64208,351,328,352,392,260,563
g64209,8,0,0,0,0,0
g64211,129,117,123,157,134,115
g64212,1324,605,779,1022,561,964
g64214,5,10,0,23,0,11
g64215,3,0,0,0,0,2
g64216,2,5,0,11,0,7
g64217,2,5,12,4,2,5
g64218,12,0,0,5,0,5
g64221,0,0,0,0,0,0
g64223,0,0,0,6,0,0
g64222,50,28,27,27,8,43
g64226,0,0,0,0,0,0
g64224,197,91,103,173,89,183
g64228,20,2,1,22,0,26
g64231,0,0,0,0,0,0
g64230,353,23,0,0,0,0
g64232,19,5,12,8,17,5
g64233,746,123,379,667,447,62
g64234,5307,5471,6927,4612,3914,3464
g64235,95,113,148,49,63,40
g64238,2443,1787,3863,3016,2575,3300
g64239,2555,1033,1778,2206,1644,2634
g64244,285,66,150,445,106,459
g64241,3862,327,1545,2232,974,3241
g64242,136,6,98,160,46,138
g64243,172,0,73,34,29,200
g64245,376,89,159,273,113,356
g64246,160,66,95,618,129,485
g64247,163,52,120,81,47,76
g64251,7,4,4,4,0,5
g64256,0,0,0,0,0,0
g64259,2,0,0,0,0,0
g64260,11,6,0,0,3,0
g64272,2,2,0,1,1,1
g64273,10,8,22,16,19,11
g64266,0,0,0,0,0,0
g64267,0,0,0,0,0,0
g64270,0,0,0,0,0,1
g64261,575,252,380,229,359,375
g64262,2396,1003,1804,1757,1553,1995
g64263,5,1,1,1,1,4
g64264,121,32,18,17,4,48
g64265,138,24,30,79,0,102
g64269,8,0,0,12,1,1
g64271,158,256,61,109,41,126
g64274,0,0,0,0,0,0
g64275,0,0,0,0,0,0
g64277,0,6,0,32,0,19
g64276,3,6,1,3,0,17
g64287,7,7,0,3,7,16
g64291,0,2,7,0,12,0
g64288,993,1198,1068,1298,934,1148
g64289,424,256,159,409,165,399
g64294,5,0,0,11,0,12
g64280,3557,2179,3005,3293,2078,5502
g64281,364,187,191,126,153,225
g64282,8,8,13,7,12,12
g64283,198,183,90,109,50,126
g64284,191,193,54,68,33,118
g64285,35789,7123,16398,16438,13880,34281
g64286,3400,717,1446,1802,1052,3381
g64296,2,1,4,9,0,13
g64300,252,340,621,135,361,645
g64301,0,0,0,0,0,0
g64304,4,0,6,0,1,5
g64302,0,0,69,0,34,0
g64303,16,12,15,12,18,17
g64312,699,602,731,663,670,724
g64313,147,143,87,162,66,121
g64317,11,10,8,10,6,9
g64314,1404,1194,1237,1262,1021,1223
g64315,1431,993,1688,2500,1075,1581
g64316,4656,3772,4218,2848,3348,2591
g64321,593,482,653,460,431,612
g64322,772,572,893,694,737,794
g64323,293,114,186,269,154,255
g64324,87,55,56,55,27,58
g64325,331,164,228,234,215,452
g64327,8,33,4,18,0,33
g64326,184,194,147,78,59,97
g64349,0,0,2,3,0,1
g64350,5,1,11,4,4,9
g64330,0,5,11,2,1,0
g64334,0,1,0,1,0,0
g64335,0,0,0,0,0,0
g64336,0,0,0,0,1,1
g64340,0,0,0,0,0,0
g64343,0,0,0,0,0,0
g64345,0,0,0,0,0,0
g64346,0,0,0,0,0,0
g64328,2,8,13,7,7,14
g64329,1,1,1,2,1,1
g64331,2,0,3,3,2,3
g64332,40,25,21,17,12,26
g64333,16,4,6,12,9,18
g64337,11,0,0,0,0,7
g64347,30,0,34,17,0,18
g64348,46,0,45,60,44,77
g64351,443,264,684,304,362,616
g64352,628,507,936,429,577,637
g64353,643,508,578,429,405,575
g64354,144,42,144,93,105,173
g64358,247,208,288,283,261,371
g64359,3,0,4,0,0,4
g64357,2497,1627,3270,4034,2340,2585
g64361,5,35,9,71,9,72
g64362,14,47,1,69,3,76
g64363,7,6,12,6,10,3
g64364,6,5,19,3,7,6
g64365,4,0,0,0,0,0
g64368,61,63,68,61,85,152
g64367,1274,779,1371,1081,1476,1486
g64369,10,0,0,6,0,4
g64370,88,9,3,121,13,12
g64373,0,0,4,4,0,0
g64372,15,0,1,14,2,4
g64375,24,14,7,16,9,22
g64376,52,20,13,64,24,66
g64393,61,19,94,61,47,199
g64386,0,0,0,0,0,0
g64377,49,16,4,135,12,69
g64381,29,21,16,44,25,17
g64382,41,12,13,133,29,86
g64383,10,3,2,2,4,18
g64384,18,15,11,11,14,12
g64385,34,8,5,67,13,57
g64387,23,2,5,4,8,1
g64388,4,2,4,2,2,6
g64389,81,62,160,90,205,146
g64390,20,2,0,0,0,0
g64391,584,573,213,105,240,147
g64392,65,17,59,124,36,84
g64394,5,2,3,2,3,3
g64396,17,16,13,11,0,24
g64397,42,11,20,21,13,23
g64398,275,217,352,361,301,254
g64399,217,43,226,313,89,106
g64400,7,5,20,3,27,0
g64401,7,23,25,17,36,6
g64402,96,19,65,312,27,52
g64403,118,159,104,111,89,261
g64404,47,0,17,1063,162,30
g64405,174,129,104,108,140,243
g64406,292,20,157,17,154,122
g64407,60,12,33,0,15,87
g64408,2,0,0,0,0,24
g64409,209,130,323,279,124,137
g64410,782,456,710,748,515,755
g64411,20,15,0,11,5,9
g64412,10,28,24,23,41,6
g64414,407,310,651,247,464,540
g64415,255,252,362,359,184,444
g64416,3711,1406,3902,4141,2657,4222
g64417,578,317,501,483,414,647
g64423,22,97,42,45,15,18
g64424,912,94,216,696,341,71
g64425,46,0,0,26,12,25
g64426,1934,898,1677,1185,932,1567
g64429,79,21,37,25,36,36
g64430,0,14,9,4,10,21
g64431,11,0,0,13,21,18
g64427,779,403,552,908,446,1000
g64428,990,678,837,778,805,936
g64432,378,97,515,232,306,506
g64433,247,124,144,350,125,326
g64436,6,0,0,0,0,0
g64434,406,187,214,379,177,254
g64441,0,0,21,23,18,11
g64444,13,10,3,3,2,1
g64445,167,45,12,26,13,23
g64450,1,0,0,0,0,0
g64452,2,1,1,0,1,1
g64454,3,0,0,0,0,0
g64455,0,0,0,12,0,3
g64461,34,19,31,11,6,41
g64462,4,0,0,0,0,0
g64463,278,41,425,173,235,290
g64464,1966,305,1315,1009,1316,1457
g64465,1701,1532,1938,1752,1425,1913
g64466,871,513,1020,880,800,939
g64467,92,24,86,53,62,93
g64468,19736,7560,16224,19723,13818,16755
g64469,340,14,274,299,200,178
g64471,2901,1281,2179,2428,1827,2982
g64472,45,15,68,27,50,56
g64475,130,146,376,205,201,233
g64473,1081,287,884,620,635,759
g64474,14239,5783,10130,20529,10369,7285
g64476,261,288,352,443,205,474
g64477,291,129,244,173,178,283
g64481,1603,707,1435,1322,1158,1533
g64482,331,236,363,311,380,411
g64483,210,50,113,122,61,323
g64484,1269,974,2236,2854,1080,1313
g64490,121,42,71,48,53,96
g64486,6656,5054,6411,8999,5351,7443
g64487,4453,2374,3841,4523,3062,4077
g64488,136,54,190,159,129,162
g64489,12,18,6,10,4,12
g64506,1,3,0,0,0,5
g64507,4,0,0,0,2,0
g64495,0,0,0,0,0,0
g64496,0,0,0,32,0,0
g64498,0,0,36,4,33,0
g64491,523,101,253,289,215,345
g64492,4937,250,1138,762,459,2911
g64493,814,1201,1318,742,1145,2770
g64494,58,0,73,51,49,157
g64497,31,0,80,9,0,0
g64499,5,24,0,6,0,27
g64500,27,29,12,5,19,0
g64501,22,35,47,46,46,185
g64502,17,23,10,4,20,53
g64503,7,9,13,7,9,47
g64504,9,9,14,8,11,71
g64505,2,0,0,0,0,0
g64508,1217,1389,2192,1528,1649,1571
g64509,53,0,12,9,14,14
g64510,4866,3021,5674,6940,3293,5257
g64511,285,190,262,120,306,145
g64512,1354,637,3012,1045,1947,1436
g64540,0,4,0,0,0,0
g64543,0,4,0,0,0,0
g64545,0,0,0,0,0,0
g64521,0,0,0,0,0,2
g64523,0,0,0,0,0,0
g64524,0,0,0,0,0,0
g64527,0,0,0,0,0,0
g64528,0,0,0,0,0,0
g64529,0,0,0,0,0,0
g64537,0,0,0,0,0,0
g64518,978,604,644,794,602,837
g64519,4,0,0,0,6,0
g64520,2,0,0,0,0,0
g64525,578,247,391,101,390,488
g64531,11,9,16,21,21,11
g64532,3,1,1,1,4,2
g64533,12,10,7,0,32,14
g64534,35,12,22,0,18,17
g64535,48,27,49,8,56,15
g64538,5159,2423,3367,895,3502,3360
g64552,3,0,0,0,0,0
g64553,3,0,4,0,3,3
g64561,3,2,0,2,0,0
g64565,2,0,0,6,0,0
g64570,0,0,5,0,0,0
g64571,2,1,8,7,8,20
g64577,0,0,23,1,9,4
g64580,0,0,0,0,0,4
g64589,739,425,519,819,484,754
g64595,8,2,24,0,10,4
g64594,2509,1234,1473,1980,1090,1965
g64599,20,78,171,52,99,140
g64600,179,610,1108,596,897,514
g64602,134,344,1992,618,1534,824
g64596,17758,11314,9210,11312,7583,17714
g64597,216,122,165,209,148,258
g64598,225,113,135,175,95,183
g64603,1013,616,1440,1144,1043,1261
g64604,1682,1413,3389,2031,2682,2212
g64605,264,460,1205,558,827,993
g64606,0,0,0,0,0,0
g64607,4486,3461,3762,6424,3670,6486
g64608,238,98,219,190,223,330
g64609,676,332,738,627,575,975
g64610,195,113,329,195,204,207
g64619,0,0,0,0,0,0
g64612,446,190,346,347,282,390
g64613,76,70,53,59,21,68
g64614,408,306,429,401,304,389
g64615,127,64,120,157,142,146
g64616,260,257,243,133,281,316
g64617,65,108,134,77,147,109
g64620,527,796,1239,932,1010,1060
g64621,303,343,247,242,215,552
g64622,550,683,911,863,670,1244
g64625,41,56,113,79,63,89
g64626,299,405,252,452,183,262
g64627,90,89,35,137,47,49
g64628,114,140,87,141,75,89
g64629,2,1,1,1,1,4
g64630,2,0,0,8,2,14
g64649,0,2,0,5,0,0
g64650,4,1,0,5,3,0
g64651,8,0,0,0,0,2
g64659,1,4,0,4,0,0
g64660,10,0,0,0,13,13
g64663,2,18,137,34,142,79
g64664,1,0,12,4,11,0
g64665,3,1,31,8,22,6
g64667,2,2,201,121,148,116
g64668,7,2,3,12,12,14
g64669,22,13,51,26,14,39
g64673,10,15,7,12,8,12
g64675,2,0,0,0,0,2
g64672,1198,745,1161,1456,946,1358
g64693,2,1,1,0,0,0
g64698,193,133,378,372,352,520
g64700,127,106,99,111,96,199
g64701,735,726,941,1540,560,1076
g64704,60,54,32,64,26,93
g64703,1313,478,1404,1032,770,822
g64705,346,216,257,327,320,348
g64706,1264,577,1029,1008,989,918
g64710,0,231,2,350,0,245
g64711,0,9,0,0,0,0
g64708,3720,1209,5002,8759,4254,4722
g64712,844,364,825,1137,750,429
g64714,0,0,0,5,0,0
g64713,47,27,31,21,36,30
g64715,8,0,0,144,0,95
g64717,1656,358,1611,420,1135,633
g64719,1221,214,833,400,767,427
g64720,51,12,25,15,14,45
g64721,32,36,50,48,34,65
g64722,126,72,125,112,153,46
g64724,8,0,0,0,0,0
g64730,3,0,2,0,0,0
g64737,2,4,3,0,0,4
g64731,151,126,159,168,193,294
g64733,1139,1071,1180,1389,1275,1466
g64735,334,341,331,293,439,296
g64739,2,9,2,0,4,2
g64746,4,0,3,0,3,0
g64748,238,230,173,146,97,235
g64750,38100,23750,41465,31356,32653,48336
g64757,0,0,13,3,9,15
g64754,45,6,28,59,13,70
g64755,517,335,617,706,287,211
g64756,16,63,34,110,40,28
g64758,4,0,0,2,4,0
g64759,61,51,50,92,34,64
g64751,14914,7448,11168,13544,8168,11549
g64760,357,143,340,180,210,411
g64761,637,273,415,30,383,33
g64762,0,14,0,9,0,9
g64765,329,161,490,346,386,367
g64763,9685,6473,7073,6268,6019,5327
g64766,400,273,678,991,434,522
g64767,57,39,44,49,39,94
g64772,0,0,8,0,3,0
g64768,1400,1079,1455,1596,1554,1488
g64769,16,27,32,5,16,8
g64771,6,15,34,4,21,0
g64774,13,0,0,8,0,17
g64775,6,1,7,21,6,13
g64776,4,1,5,5,1,9
g64778,1,4,2,6,7,5
g64779,3,0,6,10,0,12
g64780,20,0,0,7,2,5
g64781,1,0,2,14,0,4
g64782,697,43,272,239,188,699
g64786,18,0,27,0,14,0
g64787,1375,62,179,89,88,644
g64788,184,146,435,120,349,234
g64789,23,15,31,1,25,4
g64790,318,193,362,155,272,372
g64793,226141,93389,172517,232261,131217,221772
g64802,0,0,47,29,29,24
g64796,1426,1357,825,2136,490,2056
g64798,5,0,120,70,60,69
g64799,1836,1457,2157,2273,1233,2615
g64800,6059,3614,5880,19744,5102,5610
g64803,3654,816,1287,3107,1358,1041
g64804,2049,1179,0,0,0,0
g64805,368,531,1460,1669,1053,870
g64806,1538,1174,1447,1596,974,1849
g64809,13,0,0,11,5,0
g64808,544,385,476,743,376,715
g64810,434,200,555,258,373,232
g64811,1260,959,1908,691,1384,782
g64812,758,277,692,404,510,424
g64854,2,40,45,9,32,15
g64855,2,1,0,0,0,0
g64856,5,2,1,4,0,1
g64816,0,0,2,0,0,0
g64818,0,1,0,1,0,0
g64819,0,0,0,0,0,4
g64820,0,0,0,0,0,0
g64821,0,0,0,0,0,0
g64822,0,0,0,0,0,0
g64823,0,0,0,0,0,0
g64824,0,0,2,2,7,0
g64826,0,0,0,0,0,1
g64828,0,0,0,0,0,0
g64830,0,0,0,0,0,0
g64831,0,0,0,3,0,0
g64835,0,0,1,0,2,0
g64836,0,0,0,0,0,0
g64837,0,0,0,0,0,0
g64838,0,0,0,0,0,0
g64839,0,0,0,0,0,0
g64840,0,0,0,0,6,0
g64841,0,0,0,0,0,1
g64846,0,0,0,0,0,0
g64847,0,0,0,0,0,11
g64849,0,0,0,0,0,0
g64850,0,16,10,32,0,4
g64825,1,0,2,0,1,4
g64827,17,17,5,15,7,7
g64832,1,16,2,26,0,12
g64833,3,0,4,5,8,8
g64834,2,15,0,0,8,0
g64843,9,22,2,18,19,15
g64844,7,14,4,1,1,3
g64845,1,0,0,1,4,3
g64848,9,4,5,1,5,7
g64857,9,0,0,3,0,2
g64858,0,0,0,0,0,0
g64860,0,3,12,0,0,1
g64861,0,0,0,0,0,0
g64863,142,207,461,279,346,429
g64865,69,114,181,77,149,91
g64866,96,0,4,0,2,0
g64872,107,18,12,48,10,37
g64888,4,0,0,4,0,11
g64889,22,2,4,28,8,47
g64897,0,0,0,0,2,0
g64898,4,0,0,0,0,0
g64899,26,0,20,18,19,20
g64900,780,199,406,188,520,1011
g64902,15,7,39,50,26,34
g64903,3,7,27,13,2,2
g64904,1,0,0,0,10,10
g64905,1,6,5,9,3,10
g64907,23,31,246,158,227,667
g64908,0,0,8,14,11,35
g64909,0,0,0,0,0,0
g64914,3,0,0,0,1,3
g64915,1,1,4,3,0,2
g64923,9,2,8,20,5,16
g64924,2,3,3,6,13,0
g64925,18,8,0,40,0,42
g64926,4,0,0,11,0,11
g64929,8,11,12,2,0,18
g64930,2,0,0,1,0,0
g64937,21,0,0,0,9,4
g64933,178,75,94,125,99,109
g64934,188,143,153,253,129,247
g64935,610,541,556,1039,417,983
g64936,191,113,138,262,84,424
g64938,0,0,0,0,0,0
g64940,30,0,0,0,0,0
g64941,34,1,0,0,0,0
g64942,437,329,600,428,403,537
g64943,904,724,980,853,772,906
g64944,1239,485,816,641,587,390
g64945,1813,518,1474,998,1177,2455
g64949,631,251,464,501,285,619
g64951,1365,1094,1409,746,1372,1040
g64952,194,61,159,39,104,58
g64953,687,750,1167,469,680,483
g64954,424,569,762,278,541,341
g64955,70,87,86,68,60,76
g64960,0,54,260,258,250,430
g64957,286,240,296,31,290,69
g64958,421,338,203,398,249,437
g64959,1784,1633,2836,4161,3112,6119
g64961,5296,766,1377,4257,1583,3349
g64963,197,89,104,149,58,176
g64964,264,46,364,434,230,753
g64965,83,40,38,31,59,36
g64966,4,0,4,7,1,6
g64967,38,21,31,20,0,36
g64974,4,0,5,15,4,4
g64977,0,0,0,0,0,0
g65010,1,0,0,0,0,1
g65011,7,1,0,0,1,2
g65020,0,49,0,0,0,0
g65021,0,0,0,0,0,8
g65025,1,2,0,7,0,7
g65026,26,12,18,4,10,0
g65027,27,9,15,8,16,9
g65028,10,12,10,2,5,2
g65029,9,23,17,6,7,4
g65030,6,25,14,4,11,4
g65031,2,4,2,3,0,15
g65032,0,0,0,0,0,4
g65034,59,121,192,318,177,197
g65038,4,7,3,3,5,6
g65035,7727,2021,1241,7032,1147,2598
g65039,34,4,6,7,9,4
g65045,969,777,1087,1231,1084,1714
g65046,405,92,305,318,99,88
g65047,134,157,287,434,266,157
g65048,119,46,183,121,211,89
g65049,19,41,432,53,439,269
g65050,619,350,551,392,302,465
g65051,206,172,203,138,126,199
g65052,205,72,353,242,244,158
g65053,1062,1067,800,1379,755,1381
g65054,9767,5773,8296,9974,8324,11653
g65057,1099,1007,604,2118,452,1914
g65055,3536,2147,3969,2567,3297,3166
g65056,3238,1773,2900,2418,2270,3431
g65058,1056,1038,10,216,11,611
g65064,0,0,6,0,6,4
g65070,0,0,0,0,0,0
g65061,835,1137,1502,852,871,1419
g65062,12,8,11,10,14,13
g65063,84,7,104,103,54,95
g65065,40,13,152,38,84,85
g65068,242,127,536,336,262,550
g65069,226,346,789,299,507,777
g65071,34,19,0,0,0,3
g65072,1202,338,744,223,961,1322
g65073,3922,2493,5002,4649,3895,4665
g65075,1522,153,1446,2023,1480,3507
g65085,189,69,124,132,98,202
g65077,204,40,56,62,83,114
g65078,8538,6054,8069,10404,6472,6898
g65079,254,206,333,173,437,449
g65080,1117,875,1569,1013,1182,1618
g65081,57,40,61,2,88,110
g65084,111,21,37,33,33,40
g65091,0,0,0,0,0,2
g65092,0,0,0,0,0,0
g65087,1,0,1,1,2,1
g65088,18,2,14,4,2,6
g65089,7,0,0,15,0,17
g65090,1,20,9,0,6,0
g65093,12,20,4,13,4,7
g65094,1,6,0,35,0,19
g65095,501,268,239,1036,183,942
g65101,9,11,27,6,9,6
g65102,4,4,5,0,0,5
g65105,2220,2397,4103,443,4001,354
