gene_id,1BS,1DS,2BS,2DS,3BS,3DS
g21689,350,184,277,208,240,361
g21686,3051,1440,2408,2225,1602,1887
g21687,34,13,5,46,22,27
g21690,1309,768,995,1308,901,1147
g21691,263,224,431,225,407,301
g21692,694,196,19,515,15,643
g21693,3412,1612,2241,4383,1781,2668
g21696,5094,3235,5338,8246,5851,5603
g21697,3712,3288,2947,4990,4062,4674
g21698,601,310,319,639,472,504
g21699,501,457,478,615,413,605
g21700,4444,2562,4971,6941,3698,3884
g21701,424,383,528,523,303,555
g21702,1483,1131,1559,1533,1253,1419
g21703,473,300,586,577,318,449
g21704,2356,1478,3167,1870,2135,2700
g21705,5554,2982,4330,5454,3212,3874
g21706,289,118,295,367,184,350
g21708,531,337,752,833,559,479
g21709,166,96,326,156,197,224
g21710,1123,463,760,1281,602,878
g21711,10,0,0,7,0,4
g21713,1469,986,1596,1221,1154,1514
g21714,438,255,450,230,387,194
g21715,25,10,28,17,11,13
g21717,42,0,84,45,82,128
g21716,1158,615,989,1244,772,1132
g21721,1416,731,755,1275,811,1330
g21723,617,389,314,580,367,384
g21728,15,0,8,7,4,15
g21727,3902,2173,3594,3464,2562,2665
g21731,44,43,45,38,34,44
g21729,17,0,6,7,5,28
g21730,651,518,968,817,770,811
g21738,5,12,0,5,0,11
g21735,0,0,0,9,0,2
g21736,0,0,24,0,0,0
g21732,1806,1188,1412,1758,1162,1829
g21733,1536,968,746,1636,1175,1607
g21734,2,0,2,0,0,3
g21737,1104,314,424,674,368,1347
g21739,971,387,581,733,512,302
g21740,82,53,205,89,189,83
g21745,803,652,1024,1001,698,749
g21743,8942,5162,7433,9551,6163,11001
g21744,204,127,208,116,92,247
g21746,176,257,156,384,107,508
g21747,2080,1365,1044,2625,626,2949
g21750,885,630,1307,879,735,1407
g21751,1356,921,1722,1642,1001,2098
g21752,2156,477,622,1194,493,807
g21753,2072,1769,3443,2338,2348,2085
g21767,1,0,0,0,0,0
g21777,0,0,0,0,0,0
g21783,5,0,0,0,0,0
g21795,13,0,0,0,0,0
g21799,5,2,4,9,4,6
g21815,2,0,0,0,0,0
g21764,0,2,0,3,0,0
g21754,2942,1609,2929,2850,2062,2694
g21755,143,81,114,152,71,108
g21756,53,0,89,176,63,130
g21761,579,163,495,1059,257,823
g21762,194,166,179,80,129,539
g21763,317,391,195,6,145,13
g21766,5,0,3,0,0,4
g21823,2,3,9,32,3,18
g21826,9,0,4,3,7,3
g21828,1,0,0,0,0,0
g21838,0,18,17,25,0,19
g21842,3,0,0,0,0,0
g21848,5,0,0,0,0,0
g21857,0,0,8,2,3,3
g21858,0,3,0,0,0,0
g21861,0,5,0,0,0,0
g21862,0,3,0,0,0,0
g21863,0,2,0,0,0,0
g21865,0,0,0,0,2,0
g21866,0,0,0,4,3,0
g21870,0,0,0,4,4,3
g21873,0,3,0,0,0,2
g21874,0,0,0,0,2,0
g21875,0,0,0,0,0,0
g21856,12,15,55,21,31,20
g21864,32,13,18,22,20,19
g21867,23,0,2,23,9,19
g21868,15,2,1,14,2,22
g21878,2043,1668,2154,2023,1783,1551
g21879,4193,562,1840,1654,1629,1535
g21880,358,83,220,322,192,303
g21884,0,0,0,0,0,0
g21885,6,4,0,0,0,4
g21886,8,7,26,30,21,24
g21881,611,222,359,1361,395,388
g21887,9,0,2,0,0,0
g21888,0,0,0,0,0,0
g21889,0,0,0,0,0,0
g21892,2,0,1,5,1,3
g21893,71,0,0,0,0,0
g21898,62,15,26,36,24,12
g21894,7006,3191,5628,8111,5728,7325
g21900,1768,782,2007,2712,1369,1876
g21901,4426,2315,5753,7268,4946,5332
g21902,162,0,0,235,0,80
g21903,5203,1773,2653,4983,2187,4809
g21905,4,12,3,0,9,11
g21904,1764,1408,2424,3799,2108,1229
g21907,314,293,460,418,331,513
g21906,2423,1588,2967,2635,2304,2827
g21908,147,167,324,189,251,314
g21909,1242,1191,2032,1457,1615,2139
g21910,1982,1094,2442,3156,1637,1488
g21911,1,2,0,38,1,17
g21913,12,12,10,13,6,8
g21914,10,15,17,17,6,4
g21915,3,7,6,6,1,2
g21916,11,0,15,9,11,2
g21919,1,3,2,1,0,1
g21922,2,2,2,3,2,2
g21921,10,4,18,6,11,10
g21924,0,0,0,0,0,0
g21925,15,0,0,0,0,0
g21927,23,4,19,18,9,18
g21926,32,10,23,18,66,38
g21931,1,2,0,0,1,0
g21940,1,7,2,5,12,8
g21947,0,0,0,10,0,18
g21955,1,1,10,10,9,6
g21964,1,0,0,5,7,2
g21974,5,4,6,0,0,10
g21973,9,34,25,4,13,6
g21990,3,3,5,3,4,3
g21995,28,12,6,0,0,0
g21996,213,131,127,3,70,0
g22002,0,7,0,0,0,0
g21999,35,23,25,11,18,16
g22000,5,5,3,2,5,2
g22007,2,0,1,0,0,0
g22004,0,0,0,3,0,0
g22005,1,1,2,2,1,2
g22017,7,5,20,7,14,9
g22016,0,0,0,0,0,0
g22014,21,0,0,0,0,0
g22023,4,0,0,0,0,2
g22020,11,0,9,7,6,5
g22043,48,93,28,23,18,36
g22044,39,57,70,83,50,103
g22049,2,3,0,0,0,2
g22051,0,0,0,0,0,0
g22052,95,63,23,24,31,23
g22055,9,1,0,3,0,10
g22056,22,9,0,13,0,12
g22066,13,0,0,0,0,0
g22067,35,0,0,0,0,0
g22073,0,0,0,0,0,0
g22074,0,0,0,0,0,0
g22085,0,0,0,0,0,0
g22086,49,0,20,0,50,0
g22087,10,0,9,0,19,0
g22095,12,11,18,90,25,55
g22105,1,4,0,0,0,0
g22106,4,1,0,0,0,0
g22109,3,1,1,0,4,0
g22111,35,33,25,15,30,12
g22113,44,38,0,0,0,0
g22115,9,18,3,6,0,7
g22119,2,0,0,0,0,0
g22126,4,0,0,0,0,11
g22124,0,0,14,0,0,10
g22123,12,3,17,7,30,35
g22125,12,0,13,0,0,5
g22127,10,2,0,0,2,13
g22128,16,20,0,0,0,0
g22129,4,11,3,0,2,0
g22138,3,0,0,0,0,0
g22134,41,15,35,22,35,15
g22140,28,9,13,0,21,2
g22155,1,0,0,4,0,0
g22163,0,0,0,2,0,0
g22175,1,6,18,11,20,5
g22165,123,76,111,103,62,89
g22166,29,7,25,26,17,14
g22167,24,21,12,8,11,7
g22168,56,86,49,13,37,20
g22177,0,0,3,17,4,3
g22182,0,0,0,0,0,0
g22183,4,0,0,0,0,0
g22186,0,0,0,16,0,7
g22193,0,0,0,0,2,4
g22190,13,0,31,2,18,5
g22194,0,0,0,0,0,0
g22197,4,13,27,23,36,11
g22201,0,6,11,3,4,7
g22199,0,0,0,0,3,4
g22203,13,0,16,43,10,64
g22202,0,0,17,8,15,17
g22205,0,0,0,0,0,0
g22210,44,18,10,19,20,41
g22212,14,33,14,46,7,63
g22214,28,26,27,45,16,29
g22221,0,0,0,0,0,0
g22223,13,17,6,0,0,21
g22241,0,0,2,0,0,0
g22240,0,0,19,29,17,22
g22244,8,5,14,2,3,3
g22248,31,10,20,25,12,33
g22249,97,108,108,99,108,128
g22250,122,66,70,55,69,73
g22252,3262,2900,3293,5936,2606,3440
g22253,5693,2071,5194,7046,3174,5670
g22254,1761,1700,2065,3214,1315,1908
g22255,53,14,14,33,5,23
g22256,0,0,87,0,37,0
g22257,43,24,44,32,53,33
g22258,6345,2684,3671,4783,2776,4110
g22259,1618,324,1765,811,1200,1112
g22260,6708,3987,3650,5377,3005,4768
g22268,113,63,95,79,99,86
g22267,1337,770,2302,1571,1533,1562
g22264,1337,940,1262,1574,1084,1847
g22265,34,38,50,39,27,47
g22266,6978,5508,5255,5025,4735,4948
g22269,977,475,600,546,419,360
g22270,1259,1169,1289,1458,820,1710
g22271,331,91,381,279,300,292
g22272,830,515,580,431,469,612
g22273,1611,1367,1957,2306,1506,1489
g22275,752,677,882,805,662,965
g22276,3471,3158,3724,3023,3275,2965
g22277,2336,1817,2502,1527,2062,1798
g22279,0,2,0,0,2,0
g22280,8,0,0,0,0,0
g22278,1259,796,1423,1175,1141,1433
g22281,7700,5464,9320,8016,6235,7434
g22282,2140,679,1173,1013,771,2623
g22283,804,591,192,2374,127,214
g22285,408,311,97,1091,83,174
g22288,4463,3534,2549,3894,2009,2662
g22289,1250,857,1119,1393,820,1136
g22292,437,261,605,517,442,609
g22293,11,1,63,47,35,55
g22294,4,1,39,8,25,3
g22295,1411,986,1609,1576,1223,1672
g22299,0,3,0,0,0,0
g22298,202,107,228,146,132,138
g22300,191,83,185,126,92,159
g22296,1851,764,912,1469,829,1417
g22297,4869,2940,5452,4393,3806,4608
g22302,797,682,1155,1378,1247,958
g22304,84,42,75,43,32,47
g22301,10028,6402,9145,11818,7998,10761
g22305,74,60,136,36,97,133
g22307,2,5,0,0,0,0
g22308,86,0,29,77,22,64
g22309,216,29,163,259,67,111
g22310,6,1,1,0,0,1
g22311,144,0,0,2,4,0
g22313,0,0,0,0,0,0
g22312,3,2,0,0,0,0
g22314,283,35,197,75,278,637
g22315,2781,1284,1862,2131,1658,2241
g22316,69,74,148,143,102,140
g22317,780,631,1496,651,1035,1191
g22318,1536,1119,1439,1727,949,1063
g22319,134,73,276,165,130,215
g22320,5,0,5,17,3,0
g22323,15,0,0,9,0,0
g22324,142,39,37,48,36,36
g22329,297,359,533,478,290,445
g22325,172,125,137,133,143,248
g22326,391,241,413,258,322,423
g22327,556,280,417,399,291,277
g22332,10,3,25,34,25,12
g22330,2213,1122,2087,2703,1592,1420
g22331,1435,946,1320,1642,936,1867
g22337,18,7,29,6,6,17
g22339,213,70,401,187,375,360
g22333,1025,746,1481,1352,1051,998
g22334,1606,1168,1466,1812,1208,1647
g22335,1221,722,1725,1495,1385,1507
g22336,272,103,339,249,274,414
g22340,578,170,786,94,382,753
g22344,37,66,29,5,0,0
g22343,25794,13847,33957,48375,26056,38384
g22345,2351,1596,1607,1379,1058,1370
g22346,1113,899,1130,801,767,1032
g22347,1575,1193,1465,1696,1025,1283
g22348,1228,491,689,1597,473,1675
g22349,11,7,0,21,0,20
g22355,0,0,0,0,0,0
g22353,962,237,891,965,652,1117
g22354,77,39,110,94,75,81
g22350,6410,4505,5693,8013,4760,7063
g22351,2141,1141,2236,1721,1727,2106
g22359,196,56,155,64,83,103
g22360,60,68,35,22,43,36
g22361,225,64,112,104,50,41
g22362,2,2,0,11,0,4
g22363,62,42,127,98,57,36
g22365,3,37,86,58,42,82
g22364,360,249,472,274,410,452
g22366,7699,3847,5261,13499,4239,2764
g22372,41,22,19,19,16,20
g22376,102,25,28,40,26,57
g22377,367,164,589,297,373,467
g22379,169,266,219,61,219,53
g22382,13,2,7,15,17,22
g22380,178,142,222,71,147,119
g22381,296,143,347,241,195,243
g22384,5968,585,6547,4397,2145,2215
g22385,21,0,0,0,0,6
g22386,6,0,2,1,1,3
g22387,5471,1475,3167,5020,1263,11744
g22388,19,0,0,24,0,48
g22389,3188,931,2631,1100,1119,4464
g22390,8,0,0,4,0,29
g22391,17319,9745,19819,24017,12252,20250
g22393,980,527,843,909,675,761
g22394,738,406,698,617,518,627
g22395,673,398,519,417,411,600
g22396,4116,730,1141,5066,1116,1464
g22397,285,169,209,336,193,310
g22398,142,200,213,254,167,258
g22400,255,300,276,239,145,243
g22399,2779,1959,3053,2403,2564,2714
g22401,513,354,1166,791,958,720
g22403,2,0,0,0,0,0
g22402,2805,2334,4064,3546,2871,4094
g22404,454,297,419,503,267,861
g22408,44,20,10,3,3,6
g22412,36,19,3,10,4,11
g22415,425,169,437,52,178,655
g22418,17,5,4,8,10,18
g22421,65,12,47,31,62,87
g22422,408,497,359,470,232,284
g22416,4756,2749,4075,4887,3029,3912
g22417,2949,2796,4670,3222,4139,3825
g22423,928,520,2320,387,1363,635
g22425,184,159,221,143,166,224
g22426,125,97,177,47,141,80
g22427,173,30,69,209,75,156
g22424,13958,5177,10118,12258,10432,12463
g22428,419,168,956,777,564,677
g22430,10,0,0,17,0,8
g22431,37,17,25,75,16,38
g22471,161,47,72,66,94,138
g22470,3363,2347,3379,3817,2864,3607
g22472,2108,1552,2946,2876,2471,2705
g22473,1176,601,1317,639,959,1133
g22474,11,19,4,4,2,44
g22458,0,0,3,2,2,0
g22461,0,0,0,0,0,0
g22463,0,0,0,0,0,0
g22464,0,0,0,0,0,0
g22432,222,199,332,198,117,211
g22433,1842,765,1582,1402,1196,1247
g22434,42,9,49,19,25,21
g22435,311,4,283,259,96,48
g22436,11070,883,8530,3435,5321,3030
g22437,711,1486,986,1521,881,1495
g22438,149,213,336,356,306,196
g22439,397,194,325,95,129,679
g22440,214,171,231,387,158,200
g22442,101,107,119,81,83,106
g22443,535,334,500,370,410,347
g22444,817,725,1299,1817,958,1320
g22446,597,419,620,680,622,826
g22447,653,420,884,569,720,843
g22451,1241,1159,1200,1255,2178,1055
g22452,136211,82250,129387,76350,95757,104434
g22454,42009,24570,33280,23381,29313,31248
g22455,59232,35388,44134,31092,32713,49596
g22456,306,168,132,192,179,241
g22457,4779,1837,4225,4279,2692,4163
g22460,8,13,0,3,4,3
g22462,287,213,329,418,252,383
g22465,7,2,0,0,0,0
g22466,20,29,36,22,36,43
g22467,949,781,769,1392,567,867
g22468,381,380,661,728,645,510
g22469,2911,1635,1454,3386,1191,3756
g22478,52,86,55,49,20,69
g22480,1107,894,1755,1247,1241,1184
g22481,16,13,33,20,15,0
g22482,1542,656,1507,1622,1099,1262
g22483,1588,557,1436,1870,1117,977
g22484,117,57,200,168,193,177
g22485,46,11,15,35,12,34
g22486,676,571,546,1050,637,458
g22487,3379,1969,3431,3414,2673,3824
g22488,746,770,1136,887,1126,1128
g22489,24,73,51,37,74,22
g22490,305,187,308,260,295,418
g22496,129,35,117,130,83,100
g22493,11553,6972,8234,14674,6966,11204
g22494,563,441,742,634,778,583
g22495,6798,4549,9001,8856,6659,6860
g22498,1570,757,1604,1047,895,1591
g22500,1915,1352,1833,1742,1203,1740
g22501,2688,1680,2435,2541,1862,2209
g22505,1,0,0,0,0,0
g22504,6963,4582,7510,5226,5504,4574
g22507,210,65,209,139,137,100
g22513,15,2,0,7,6,0
g22508,284,105,426,253,312,276
g22509,1025,588,1188,516,801,969
g22519,0,0,13,15,3,17
g22518,1515,771,1381,1278,1364,1518
g22521,125,62,95,238,82,181
g22522,7,10,3,11,1,14
g22523,9,20,12,30,5,36
g22524,20,111,22,310,49,313
g22525,24,24,26,36,21,37
g22526,91,110,116,203,119,249
g22527,496,351,748,701,575,836
g22528,261,204,210,356,195,304
g22529,3772,1979,1951,3326,1283,1915
g22530,5550,3157,7820,4485,4704,5411
g22531,139,106,185,188,165,212
g22532,665,549,809,822,774,755
g22533,894,637,2343,540,2056,1468
g22534,1184,1016,1206,1209,1207,1079
g22535,795,422,771,496,560,628
g22538,222,161,264,295,214,242
g22539,7,0,4,2,0,5
g22540,584,95,204,92,142,668
g22541,199,114,324,195,191,232
g22542,2525,692,1627,1453,1295,1291
g22543,838,609,842,1113,654,1227
g22544,1073,707,926,1055,660,1010
g22545,1601,1113,1502,1495,1025,1376
g22546,69,45,176,111,75,173
g22547,45,50,23,40,34,64
g22548,71,38,117,81,49,88
g22549,9,84,166,177,87,168
g22550,222,150,204,217,229,201
g22555,119,0,167,38,101,73
g22557,64,58,203,107,145,199
g22551,2418,1230,2775,1975,2149,2562
g22552,8,3,19,4,12,10
g22553,1302,993,1223,1443,1032,1348
g22554,1200,423,1541,1827,928,1179
g22559,707,229,307,625,332,368
g22562,0,1,4,0,0,1
g22560,323,218,491,52,507,230
g22561,1060,1004,2897,472,2850,980
g22563,431,146,327,645,239,450
g22564,243,157,396,1310,233,246
g22566,223,252,484,357,343,396
g22567,3001,1758,1187,2301,997,1080
g22568,722,413,571,497,465,819
g22569,469,263,245,366,281,310
g22570,743,352,363,530,340,472
g22571,1854,1448,1699,1852,1374,1975
g22572,317,196,285,427,202,585
g22581,1011,549,660,554,527,1335
g22578,0,0,0,0,0,0
g22573,2899,2627,2424,3967,1877,3661
g22574,6202,13176,3883,10111,2807,9310
g22576,17,27,27,40,19,34
g22577,57,180,41,236,38,50
g22579,926,2349,566,796,348,294
g22580,727,668,173,123,123,204
g22582,1665,1128,1887,2481,1477,2113
g22584,2500,1455,1985,1771,1660,2545
g22585,386,325,416,366,292,506
g22586,314,252,456,386,412,440
g22587,50,136,102,66,90,138
g22588,6335,6364,5574,6330,4707,4735
g22589,21,41,76,80,55,32
g22590,6,0,16,6,1,0
g22591,215,259,188,43,128,18
g22592,17,5,35,8,35,30
g22593,1,0,1,0,0,0
g22594,84,116,84,119,58,146
g22595,525,395,456,397,352,493
g22596,214,160,253,123,137,131
g22597,377,230,8,225,0,293
g22598,112,172,214,310,257,739
g22602,34,14,16,44,9,85
g22604,196,83,184,80,159,127
g22603,1627,995,1885,1388,1079,1538
g22608,24,36,15,73,6,94
g22612,27,13,96,19,88,93
g22610,1059,816,1523,1486,969,1570
g22611,213,118,316,239,209,191
g22618,365,325,464,308,341,597
g22616,1071,711,1059,1455,744,1192
g22617,1360,1109,1551,3033,1024,1617
g22619,191,60,93,156,101,118
g22620,12,11,6,21,0,3
g22622,1327,1108,1592,990,1022,1432
g22623,449,249,688,412,482,786
g22624,2342,1425,2313,1889,1734,1996
g22625,1178,1261,2186,1829,1574,2116
g22626,1683,724,2113,1155,1852,2064
g22627,2167,799,2696,2507,2214,2275
g22628,684,536,1279,796,780,924
g22630,37,60,91,30,82,41
g22631,1048,459,505,1114,766,925
g22663,251,135,100,79,97,215
g22636,0,0,0,0,0,0
g22637,0,0,0,0,0,0
g22640,0,0,0,5,0,4
g22641,0,0,0,0,0,1
g22643,0,2,0,6,0,1
g22651,0,0,0,0,0,4
g22656,0,0,0,0,0,0
g22658,0,0,0,0,0,0
g22634,5,6,9,8,3,3
g22635,1,1,3,1,2,2
g22644,59,17,33,55,41,72
g22645,113,0,51,39,121,102
g22646,54,31,46,60,15,52
g22647,224,65,80,146,51,112
g22648,3,5,0,2,2,6
g22649,10,2,1,6,0,3
g22650,16,0,2,0,0,0
g22654,6,0,9,6,4,5
g22655,70,7,0,74,12,0
g22662,2538,1068,3036,2393,1928,703
g22664,2766,5029,1482,6193,790,429
g22665,24,62,59,65,11,19
g22666,4,0,0,3,10,24
g22674,3065,2428,4351,3056,3081,2820
g22675,1052,937,1411,1110,1062,1001
g22676,4397,3114,5822,5235,5572,8482
g22677,3474,2661,1570,5193,1184,1890
g22678,547,482,541,439,107,657
g22680,569,236,392,258,440,432
g22681,773,268,1029,841,865,639
g22682,11,0,0,0,0,0
g22687,152,43,374,146,301,195
g22688,90,31,24,31,18,18
g22689,118,248,46,70,38,65
g22690,5267,1025,2577,4490,2220,4123
g22691,3401,559,1459,2082,1364,1611
g22692,107,19,111,43,45,40
g22693,542,199,343,480,299,507
g22705,38,19,8,25,16,52
g22706,295,104,93,180,106,321
g22707,80,43,17,89,27,151
g22711,1,0,0,0,1,0
g22712,1,0,0,0,1,0
g22713,20,15,10,15,31,41
g22694,0,0,0,0,0,0
g22698,0,6,0,8,0,4
g22701,0,4,0,69,0,29
g22704,0,0,0,9,0,5
g22696,7753,914,2971,7563,2196,6054
g22699,212,70,7,339,17,225
g22700,5613,658,1767,8173,1176,7230
g22702,2,0,0,2,0,4
g22703,3,0,0,0,0,4
g22715,0,11,17,26,25,54
g22718,0,0,4,0,0,0
g22717,4,0,2,10,14,2
g22720,8,0,6,14,0,9
g22721,1,0,0,11,1,3
g22723,11,5,4,4,9,3
g22724,5,1,1,3,1,6
g22725,0,0,4,5,0,0
g22726,15,5,2,0,0,2
g22727,59,19,38,39,97,48
g22730,1,0,0,0,0,2
g22734,702,605,1173,1158,1048,667
g22736,0,0,0,0,0,0
g22737,0,0,0,0,0,0
g22735,1291,1170,520,2024,467,1547
g22738,1787,1634,1314,3038,1185,2844
g22739,3,0,0,3,0,0
g22740,292,100,585,273,435,172
g22743,7,16,12,179,6,58
g22744,483,131,317,749,176,231
g22745,518,127,932,947,370,392
g22746,245,669,9,1154,0,1312
g22747,1048,547,671,1063,641,933
g22749,85,46,57,282,0,0
g22750,3246,1964,2992,1192,2173,1408
g22751,17,7,19,4,8,13
g22752,291,164,366,154,278,241
g22753,52,48,51,24,66,22
g22754,9071,3206,5868,10341,4555,5049
g22755,3247,2206,4621,2791,3229,3543
g22759,11,0,18,0,10,0
g22758,0,0,0,0,1,0
g22756,74,33,66,54,65,116
g22757,9976,6309,14635,14515,12469,13052
g22767,0,0,0,0,0,0
g22768,0,0,0,0,0,0
g22769,0,0,0,0,0,0
g22770,0,0,0,0,0,0
g22760,81,20,46,23,25,12
g22763,1,6,5,4,0,4
g22764,2,1,2,1,0,1
g22765,4,0,1,0,0,1
g22766,36,35,32,65,38,58
g22771,10,0,8,18,2,11
g22798,74,62,55,34,48,36
g22777,0,33,0,0,0,5
g22778,0,5,0,2,0,7
g22779,0,0,0,0,0,0
g22780,0,0,0,0,0,0
g22783,0,0,0,0,0,0
g22784,0,0,0,0,0,0
g22785,0,0,0,0,0,0
g22786,0,0,0,0,0,0
g22790,0,0,0,0,0,0
g22782,34,15,16,14,13,28
g22787,346,40,297,0,258,0
g22789,3,0,6,1,9,0
g22791,4,0,0,0,0,0
g22792,155,190,687,0,619,0
g22795,139,15,74,19,51,19
g22799,517,192,781,289,581,523
g22800,1676,1173,1869,1502,1675,1347
g22801,113,108,135,119,73,110
g22802,952,581,1145,595,951,689
g22803,2665,1253,2823,2203,2446,3188
g22804,3354,2201,5132,3287,3454,3972
g22805,348,288,362,897,245,383
g22806,1325,579,948,2369,695,754
g22812,22,0,4,0,3,0
g22807,16030,12760,13852,15578,10756,13478
g22808,2476,1166,2387,3130,1754,2824
g22815,1828,1236,2024,1198,1520,1547
g22816,16,5,4,6,8,14
g22817,11509,1702,5468,6278,3673,8600
g22818,5370,1953,2996,4412,2195,3100
g22819,118,44,197,140,124,173
g22820,72,29,36,100,31,96
g22821,845,174,430,492,271,673
g22822,240,30,101,78,26,103
g22823,251,12,86,75,55,82
g22824,296,131,267,163,229,313
g22825,102,13,85,100,78,59
g22826,77,8,50,43,22,56
g22827,204,22,52,72,61,109
g22828,476,252,519,354,354,607
g22829,302,173,236,123,215,227
g22832,219,123,416,94,306,63
g22830,1572,975,1962,2343,1378,1802
g22831,5303,3292,4418,6969,3469,4634
g22833,534,363,555,278,383,662
g22834,953,737,822,970,531,1201
g22835,521,77,584,133,306,143
g22836,394,0,85,0,84,0
g22842,333,180,816,484,524,315
g22840,0,0,0,0,0,0
g22837,471,336,513,437,458,568
g22839,650,340,714,547,535,594
g22841,1181,815,897,1261,867,1334
g22844,235,116,254,364,200,308
g22845,28,35,40,21,35,20
g22846,8,2,4,0,4,4
g22850,1,4,4,7,1,4
g22857,0,0,0,0,0,0
g22861,0,0,0,0,0,0
g22869,0,0,0,0,0,0
g22870,4,0,0,0,0,4
g22871,17,20,15,26,19,10
g22872,3,2,3,0,2,0
g22874,15,7,2,5,0,0
g22900,13,0,0,0,0,0
g22903,1,0,0,0,0,2
g22908,5,4,0,4,0,0
g22921,2,0,4,1,5,0
g22922,22,35,36,25,13,45
g22923,8,6,36,2,23,1
g22926,4,18,8,46,20,8
g22928,99,36,23,3,26,0
g22942,0,19,32,18,18,15
g22949,0,0,0,0,0,0
g22950,0,0,0,0,0,2
g22951,0,0,0,0,0,0
g22943,2,0,13,0,3,0
g22952,23,5,22,19,15,21
g22953,1,1,1,1,1,1
g22954,10,9,6,12,4,10
g22955,283,982,1856,323,1364,411
g22956,210,280,1037,113,608,241
g22957,17,10,21,4,2,25
g22958,3638,2222,4100,3724,3305,4669
g22959,369,320,416,214,205,329
g22960,746,472,873,580,619,1168
g22961,123,32,106,44,39,92
g22963,3016,1522,2038,2705,1610,2600
g22965,106,36,30,68,21,43
g22966,116,54,64,102,54,106
g22967,742,460,863,459,598,629
g22972,38,16,268,157,142,149
g22973,130,110,231,195,150,216
g22974,54,25,295,166,213,189
g22975,250,206,541,294,334,384
g22976,163,43,132,162,88,197
g22977,1673,843,1253,2721,1111,1242
g22978,677,442,613,378,382,917
g22979,1269,383,962,663,748,634
g22980,66,42,71,25,60,27
g22981,278,77,400,157,204,242
g22982,1061,788,1111,895,918,1003
g22987,450,156,263,187,165,305
g22988,16,41,114,118,48,115
g22989,18,38,78,117,9,88
g23022,207,17,75,114,46,20
g23023,4799,2350,4284,11882,2812,3624
g23000,0,4,17,5,13,5
g23002,0,0,0,6,0,0
g23014,0,0,0,0,6,0
g22991,71,41,41,98,54,140
g22992,137,69,118,62,93,129
g22993,4325,3151,5217,10303,3634,6079
g22994,1249,904,1478,1280,1243,1278
g22995,543,246,629,481,469,650
g22998,3070,1430,1939,2162,1400,2221
g22999,1960,1319,2721,1523,2184,3676
g23001,12,6,8,15,8,13
g23003,2,0,0,6,0,0
g23004,483,277,435,456,404,475
g23005,1968,1271,1496,1579,1369,1850
g23006,2773,1561,1990,2436,1323,4300
g23007,412,172,215,668,293,258
g23008,96,0,38,37,14,151
g23009,1202,127,659,350,461,1862
g23013,198,62,73,55,108,149
g23015,801,468,769,616,525,742
g23016,11,6,15,14,9,20
g23017,304,89,231,104,172,196
g23021,145,137,150,114,49,115
g23027,0,0,0,8,0,0
g23025,8629,4672,7875,11067,5873,8951
g23026,1989,1127,1967,1778,1662,1880
g23032,8,0,18,5,18,0
g23033,8,9,8,17,4,5
g23034,3727,2453,3447,5551,2749,3557
g23037,1731,1088,1917,1674,1562,1791
g23038,337,197,322,296,230,412
g23040,4,0,0,0,0,4
g23043,0,0,0,0,0,0
g23045,814,459,892,604,745,733
g23046,2239,1542,1578,2003,1319,1717
g23047,744,1133,1880,1441,1385,1878
g23048,265,150,366,305,259,318
g23049,2035,1463,1774,2024,1397,1760
g23051,3772,1821,3291,3264,2564,3273
g23055,128,47,231,106,105,147
g23063,194,8,84,63,8,203
g23064,33,10,10,6,6,29
g23065,137,13,50,65,18,127
g23075,22,8,9,27,17,22
g23076,6,7,0,18,3,0
g23077,7,4,0,0,11,7
g23078,4,0,4,4,17,1
g23084,0,0,0,0,0,0
g23085,2,0,0,0,0,5
g23093,0,0,4,7,0,10
g23094,9,6,32,23,17,17
g23095,29,0,10,56,11,33
g23098,0,0,0,0,0,2
g23099,1,1,0,2,0,0
g23100,17,4,6,0,0,6
g23102,5,0,0,4,7,0
g23101,10148,7013,12103,9324,8326,10032
g23104,1085,482,1256,939,968,1326
g23126,3,0,0,1,3,0
g23127,2,0,7,0,0,0
g23129,347,26,32,37,28,28
g23130,2292,1953,1887,2154,1535,1941
g23131,2762,592,1313,5360,1524,1055
g23132,157,125,180,209,144,214
g23133,521,230,519,378,486,649
g23134,247,238,383,448,307,277
g23138,6704,3827,4734,5244,3601,5310
g23139,1205,664,1187,1152,888,1287
g23140,22,63,38,94,39,64
g23141,846,763,809,1168,569,1040
g23149,177,45,96,55,54,195
g23150,415,150,161,156,129,361
g23151,8,0,0,6,0,0
g23153,0,0,0,0,0,0
g23154,0,0,0,0,0,0
g23152,2,0,18,0,5,0
g23155,3,0,0,2,0,0
g23156,28,9,3,7,0,8
g23168,0,0,1,0,1,0
g23169,4,0,11,0,8,0
g23163,0,0,0,4,0,0
g23161,6147,2249,5588,5010,3150,6034
g23164,4,0,0,0,0,0
g23170,62,11,30,8,0,6
g23173,3298,2362,3759,3017,2834,3999
g23174,1575,888,3702,2928,1544,2158
g23175,3,0,5,17,0,0
g23210,632,331,419,560,265,408
g23177,0,0,0,0,0,0
g23179,0,0,0,0,2,0
g23183,0,0,0,0,0,0
g23184,0,0,0,0,0,0
g23195,0,0,0,0,0,0
g23196,0,0,0,0,0,0
g23197,0,0,0,0,0,0
g23201,0,0,0,0,0,15
g23202,0,0,0,0,0,0
g23203,0,0,0,5,0,2
g23204,0,19,2,2,0,8
g23205,0,15,0,13,0,11
g23207,0,0,4,19,0,0
